Q96MF0	Q96MF0
A6NDX5	P13020
A6NDX5	P13496
A6NDX5	P14651
A6NDX5	P14832
A6NDX5	P15409
A6NDX5	P15918
A6NDX5	P16371
A6NDX5	P16520
A6NDX5	P17029
A6NDX5	P17133
A6NDX5	P17658
A6NDX5	P18146
A6NDX5	P18480
A6NDX5	P18963
A6NDX5	P20585
A6NDX5	P20786
A6NDX5	P21476
A6NDX5	P21855
A6NDX5	P22035
A6NDX5	P22455
A6NDX5	P22696
A6NDX5	P22897
A6NDX5	P23769
A6NDX5	P23971
A6NDX5	P25815
A6NDX5	P26016
A6NDX5	P26569
A6NDX5	P26842
A6NDX5	P27544
A6NDX5	P28220
A6NDX5	P28358
A6NDX5	P28817
A6NDX5	P29558
A6NDX5	P29993
A6NDX5	P30550
A6NDX5	P31322
A6NDX5	P31424
A6NDX5	P31809
A6NDX5	P32372
A6NDX5	P32590
A6NDX5	P32745
A6NDX5	P33298
A6NDX5	P33399
A6NDX5	P33749
A6NDX5	P34968
A6NDX5	P35182
A6NDX5	P35248
A6NDX5	P35580
A6NDX5	P35711
A6NDX5	P36616
A6NDX5	P38038
A6NDX5	P38886
A6NDX5	P39518
A6NDX5	P39678
A6NDX5	P39928
A6NDX5	P40995
A6NDX5	P41182
A6NDX5	P41878
A6NDX5	P42126
A6NDX5	P42336
A6NDX5	P42837
A6NDX5	P42949
A6NDX5	P43294
A6NDX5	P43535
A6NDX5	P43657
A6NDX5	P45984
A6NDX5	P46604
A6NDX5	P46736
A6NDX5	P47774
A6NDX5	P47878
A6NDX5	P49137
A6NDX5	P49326
A6NDX5	P49703
A6NDX5	P49791
A6NDX5	P50461
A6NDX5	P51151
A6NDX5	P51512
A6NDX5	P51884
A6NDX5	P52168
A6NDX5	P52734
A6NDX5	P52963
A6NDX5	P53197
A6NDX5	P53420
A6NDX5	P53804
A6NDX5	P53971
A6NDX5	P54311
A6NDX5	P62871
A6NDX5	P62873
A6NDX5	P62874
A6NDX5	P54741
A6NDX5	P54830
A6NDX5	P55283
A6NDX5	P55826
A6NDX5	P56399
A6NDX5	P56654
A6NDX5	P59045
A6NDX5	P59339
A6NDX5	P59895
A6NDX5	P60335
A6NDX5	Q15365
A6NDX5	Q5E9A3
A6NDX5	P60903
A6NDX5	P61794
A6NDX5	P61793
A6NDX5	P61970
A6NDX5	P61971
A6NDX5	P61972
A6NDX5	P63034
A6NDX5	P66484
A6NDX5	P68101
A6NDX5	P05198
A6NDX5	Q6ZWX6
A6NDX5	P68500
A6NDX5	P70166
A6NDX5	P78367
A6NDX5	P78563
A6NDX5	P80866
A6NDX5	P83870
A6NDX5	P83871
A6NDX5	Q7RTV0
A6NDX5	P87061
A6NDX5	P91341
A6NDX5	P92973
A6NDX5	P97348
A6NDX5	P97441
A6NDX5	P97680
A6NDX5	P97816
A6NDX5	P98179
A6NDX5	P9WGL3
A6NDX5	P9WI77
A6NDX5	P9WI76
A6NDX5	Q00613
A6NDX5	Q00916
A6NDX5	Q01449
A6NDX5	Q01668
A6NDX5	Q01855
A6NDX5	Q02111
A6NDX5	Q03043
A6NDX5	Q03172
A6NDX5	Q03290
A6NDX5	Q05024
A6NDX5	Q05344
A6NDX5	Q05655
A6NDX5	Q06106
A6NDX5	Q06194
A6NDX5	Q06335
A6NDX5	Q06AU4
A6NDX5	Q07266
A6NDX5	Q08117
A6NDX5	P63002
A6NDX5	P63003
A6NDX5	Q08761
A6NDX5	Q09530
A6NDX5	Q0KHT7
A6NDX5	Q0VCY1
A6NDX5	Q10185
A6NDX5	Q12132
A6NDX5	Q12798
A6NDX5	Q12926
A6NDX5	Q13043
A6NDX5	Q13153
A6NDX5	Q13464
A6NDX5	Q13554
A6NDX5	Q13642
A6NDX5	Q13875
A6NDX5	Q14184
A6NDX5	Q14392
A6NDX5	Q14832
A6NDX5	Q15109
A6NDX5	Q15413
A6NDX5	Q15615
A6NDX5	Q16236
A6NDX5	Q16819
A6NDX5	Q17438
A6NDX5	Q17RW2
A6NDX5	Q1PEM5
A6NDX5	Q20500
A6NDX5	Q23590
A6NDX5	Q24180
A6NDX5	Q2QI47
A6NDX5	Q2TPA8
A6NDX5	Q3KQV3
A6NDX5	Q3MJ40
A6NDX5	Q3TB82
A6NDX5	Q3TXX3
A6NDX5	Q3U133
A6NDX5	Q3U3N0
A6NDX5	Q3UB74
A6NDX5	Q3URS2
A6NDX5	Q42438
A6NDX5	Q498M5
A6NDX5	Q4JC00
A6NDX5	Q4KLL9
A6NDX5	Q4KMG0
A6NDX5	Q4VC12
A6NDX5	Q52KG5
A6NDX5	Q53GI3
A6NDX5	Q59SR6
A6NDX5	Q5BK82
A6NDX5	Q5DTM8
A6NDX5	Q5HZF2
A6NDX5	Q5JSL3
A6NDX5	Q5JYT7
A6NDX5	Q5MCW4
A6NDX5	Q5PPF5
A6NDX5	Q5QJ38
A6NDX5	Q5S1S4
A6NDX5	Q5SZV5
A6NDX5	Q5T2W1
A6NDX5	Q5U2M8
A6NDX5	Q5U2Z0
A6NDX5	Q5VT97
A6NDX5	Q5XIC7
A6NDX5	Q60598
A6NDX5	Q61120
A6NDX5	Q61361
A6NDX5	Q61510
A6NDX5	Q61644
A6NDX5	Q61789
A6NDX5	Q62318
A6NDX5	Q62452
A6NDX5	Q62673
A6NDX5	Q63617
A6NDX5	Q63772
A6NDX5	Q66HA8
A6NDX5	Q66K14
A6NDX5	Q68SB1
A6NDX5	Q69ZK0
A6NDX5	Q6GQR8
A6NDX5	Q6IQ21
A6NDX5	Q6MG08
A6NDX5	Q6NCN8
A6NDX5	Q6NUS8
A6NDX5	Q6NZC7
A6NDX5	Q6P461
A6NDX5	Q6P5E8
A6NDX5	Q6P6U0
A6NDX5	Q6P9Y7
A6NDX5	Q6PGG2
A6NDX5	Q6PL24
A6NDX5	Q6UXY1
A6NDX5	Q6ZMR5
A6NDX5	Q6ZN79
A6NDX5	Q6ZQN5
A6NDX5	Q6ZUJ8
A6NDX5	Q6ZWB6
A6NDX5	Q71F54
A6NDX5	Q767K6
A6NDX5	Q76M96
A6NDX5	Q78YY6
A6NDX5	Q7JUR5
A6NDX5	Q7KTX7
A6NDX5	Q7TN98
A6NDX5	Q7TP47
A6NDX5	Q7TSE6
A6NDX5	Q7Z465
A6NDX5	Q7Z5J8
A6NDX5	Q7Z6J6
A6NDX5	Q80VL3
A6NDX5	Q80X44
A6NDX5	Q80XU8
A6NDX5	Q810C0
A6NDX5	Q86T96
A6NDX5	Q86VZ4
A6NDX5	Q86WV1
A6NDX5	Q86XK2
A6NDX5	Q8BGB2
A6NDX5	Q8BGY4
A6NDX5	Q8BH64
A6NDX5	Q8BIY1
A6NDX5	Q8BL65
A6NDX5	Q8BLU0
A6NDX5	Q8BVU5
A6NDX5	Q8BWR2
A6NDX5	Q8BXK8
A6NDX5	Q8BYK6
A6NDX5	Q8C0Y1
A6NDX5	Q8C6P8
A6NDX5	Q8CHE4
A6NDX5	Q8CI12
A6NDX5	Q8CJH3
A6NDX5	Q8H0T4
A6NDX5	Q8I7M8
A6NDX5	Q8IUH3
A6NDX5	Q8IV48
A6NDX5	Q8IVQ6
A6NDX5	Q8IWZ5
A6NDX5	Q8IY67
A6NDX5	Q8IYK8
A6NDX5	Q8JHV9
A6NDX5	Q8K0L9
A6NDX5	Q8K3E9
A6NDX5	Q8K400
A6NDX5	Q8K4K3
A6NDX5	Q8MQJ9
A6NDX5	Q8N394
A6NDX5	Q8N5U6
A6NDX5	Q8N7M2
A6NDX5	Q8N967
A6NDX5	Q8N9V3
A6NDX5	Q8NAP3
A6NDX5	Q8NEN9
A6NDX5	Q8NFF2
A6NDX5	Q8NFY4
A6NDX5	Q8NGI9
A6NDX5	Q8NGZ5
A6NDX5	Q8R4C2
A6NDX5	Q8R4V2
A6NDX5	Q8RXE7
A6NDX5	Q8TAF7
A6NDX5	Q8TC07
A6NDX5	Q8TDB6
A6NDX5	Q8TDY3
A6NDX5	Q8TER0
A6NDX5	Q8TF66
A6NDX5	Q8VDG6
A6NDX5	Q8VHK1
A6NDX5	Q8VIJ6
A6NDX5	Q8WTS6
A6NDX5	Q8WW38
A6NDX5	Q8WXS8
A6NDX5	Q8WZ73
A6NDX5	Q90688
A6NDX5	Q91V88
A6NDX5	Q91VR5
A6NDX5	Q91W67
A6NDX5	Q91WJ8
A6NDX5	Q91YQ3
A6NDX5	Q91ZA6
A6NDX5	Q91ZW3
A6NDX5	Q920P0
A6NDX5	Q922I5
A6NDX5	Q923V4
A6NDX5	Q92637
A6NDX5	Q92783
A6NDX5	Q92968
A6NDX5	Q93052
A6NDX5	Q93971
A6NDX5	Q96301
A6NDX5	Q96C28
A6NDX5	Q96LI5
A6NDX5	Q96N22
A6NDX5	Q96RK4
A6NDX5	Q96T37
A6NDX5	Q99250
A6NDX5	Q99558
A6NDX5	Q99758
A6NDX5	Q99944
A6NDX5	Q99J82
A6NDX5	O55222
A6NDX5	Q13418
A6NDX5	Q99JT2
A6NDX5	Q99M31
A6NDX5	Q99MP8
A6NDX5	Q99P81
A6NDX5	Q99PT0
A6NDX5	Q9BR76
A6NDX5	Q9BU19
A6NDX5	Q9BUQ8
A6NDX5	Q9BWX5
A6NDX5	Q9BZI1
A6NDX5	Q9C0D5
A6NDX5	Q9C821
A6NDX5	Q9CQ26
A6NDX5	Q9CXB8
A6NDX5	Q9D2H9
A6NDX5	Q9D3A8
A6NDX5	Q9D5U0
A6NDX5	Q9DAE2
A6NDX5	Q9DB30
A6NDX5	Q9EQT3
A6NDX5	Q9ERS5
A6NDX5	Q9ES70
A6NDX5	Q9FLM3
A6NDX5	Q9FVQ1
A6NDX5	Q9GZR7
A6NDX5	Q9H0F5
A6NDX5	Q9H2K2
A6NDX5	Q9H361
A6NDX5	Q9H5V7
A6NDX5	Q9HBI1
A6NDX5	Q9HCL0
A6NDX5	Q9HGN7
A6NDX5	Q9JI18
A6NDX5	Q9JII1
A6NDX5	Q9JKS4
A6NDX5	Q9JLG8
A6NDX5	Q9JM13
A6NDX5	Q9JMC8
A6NDX5	Q9LHD1
A6NDX5	Q9LRT1
A6NDX5	Q9LVC6
A6NDX5	Q9MAH1
A6NDX5	Q9NPG8
A6NDX5	Q9NQ75
A6NDX5	Q9NQT8
A6NDX5	Q9NR48
A6NDX5	Q9NRH2
A6NDX5	Q9NWQ4
A6NDX5	Q9P0V3
A6NDX5	Q9P2Q2
A6NDX5	Q9P6I5
A6NDX5	Q9PW80
A6NDX5	Q9QW08
A6NDX5	Q9QXT8
A6NDX5	Q9QY53
A6NDX5	Q9QYI6
A6NDX5	Q9QYY9
A6NDX5	Q9QZS7
A6NDX5	Q9SB58
A6NDX5	Q9SGS4
A6NDX5	Q9TS87
A6NDX5	Q9U1S7
A6NDX5	Q9UBW7
A6NDX5	Q9UEW3
A6NDX5	Q9UGK8
A6NDX5	Q9UJY4
A6NDX5	Q9ULD9
A6NDX5	Q9ULR3
A6NDX5	Q9UMN6
A6NDX5	Q9UNA1
A6NDX5	Q9UPU7
A6NDX5	Q9UQF2
A6NDX5	Q9VC57
A6NDX5	Q9VEZ5
A6NDX5	Q9VK68
A6NDX5	Q9VPH8
A6NDX5	Q9VUM0
A6NDX5	Q9VW09
A6NDX5	Q9VYY9
A6NDX5	Q9W0S3
A6NDX5	Q9W261
A6NDX5	Q9W415
A6NDX5	Q9WTL4
A6NDX5	Q9WTW1
A6NDX5	Q9WUL6
A6NDX5	Q9WV48
A6NDX5	Q9WVQ1
A6NDX5	Q9XIE2
A6NDX5	Q9Y2G8
A6NDX5	Q9Y2Z0
A6NDX5	Q9Y3M9
A6NDX5	Q9Y4X4
A6NDX5	Q9Y5E3
A6NDX5	Q9Y5H9
A6NDX5	Q9Y615
A6NDX5	Q9Y6M1
A6NDX5	Q9Y6X6
A6NDX5	Q9Z0G2
A6NDX5	Q9Z0U0
A6NDX5	Q9Z138
A6NDX5	Q9Z2D1
A6NDX5	Q9Z2X8
A6NDX5	Q9ZVR7
A6NDX5	A2CIR7
A6NDX5	A4R715
A6NDX5	A6NMS3
A6NDX5	B6SFA4
A6NDX5	C0LGG6
A6NDX5	E7F1H9
A6NDX5	F1R5H6
A6NDX5	F4I3B3
A6NDX5	F4I9J7
A6NDX5	F4IXW2
A6NDX5	F4J5S1
A6NDX5	F4JKI3
A6NDX5	F4KB17
A6NDX5	F4KHI3
A6NDX5	G4N1S3
A6NDX5	G5EBF1
A6NDX5	M9PE65
A6NDX5	O04311
A6NDX5	O13620
A6NDX5	O14040
A6NDX5	O14327
A6NDX5	O17607
A6NDX5	O22187
A6NDX5	O22727
A6NDX5	O35476
A6NDX5	O42626
A6NDX5	O42937
A6NDX5	O48781
A6NDX5	O49326
A6NDX5	O49647
A6NDX5	O54897
A6NDX5	O64768
A6NDX5	O70624
A6NDX5	O75200
A6NDX5	O95744
A6NDX5	P00761
A6NDX5	P01718
A6NDX5	P01872
A6NDX5	P02886
A6NDX5	P05987
A6NDX5	P0CG79
A6NDX5	P0CY34
A6NDX5	P0DKI1
A6NDX5	P0DKI0
A6NDX5	P0DPA2
A6NDX5	P12371
A6NDX5	P14318
A6NDX5	P14799
A6NDX5	P16976
A6NDX5	P18524
A6NDX5	P20369
A6NDX5	P22891
A6NDX5	P23640
A6NDX5	P26270
A6NDX5	P27639
A6NDX5	P34102
A6NDX5	P34635
A6NDX5	P35832
A6NDX5	P36365
A6NDX5	P40392
A6NDX5	P40946
A6NDX5	P41817
A6NDX5	P42528
A6NDX5	P43333
A6NDX5	P45951
A6NDX5	P46607
A6NDX5	P47741
A6NDX5	P48642
A6NDX5	P70343
A6NDX5	P79621
A6NDX5	P83861
A6NDX5	P87122
A6NDX5	Q00466
A6NDX5	Q05999
A6NDX5	Q06BH3
A6NDX5	Q08463
A6NDX5	Q08A71
A6NDX5	Q0DBS1
A6NDX5	Q0E3X4
A6NDX5	Q0J4I1
A6NDX5	Q0JHZ2
A6NDX5	Q0WTF4
A6NDX5	Q10156
A6NDX5	Q10EL1
A6NDX5	Q10NY2
A6NDX5	Q12526
A6NDX5	Q14DL3
A6NDX5	Q17433
A6NDX5	Q1PFE1
A6NDX5	Q21432
A6NDX5	Q28998
A6NDX5	Q2KJC1
A6NDX5	Q2QM84
A6NDX5	Q2QYY8
A6NDX5	Q2TBF2
A6NDX5	Q336R3
A6NDX5	Q38831
A6NDX5	Q3SXM0
A6NDX5	Q4KLI9
A6NDX5	Q8IVV2
A6NDX5	P00525
A6NDX5	Q93ZA0
A6NDX5	Q94DH3
A6NDX5	Q95460
A6NDX5	Q96285
A6NDX5	Q96KC2
A6NDX5	Q96MN9
A6NDX5	Q96UB6
A6NDX5	Q99687
A6NDX5	Q99KN2
A6NDX5	Q99MY2
A6NDX5	Q9AR38
A6NDX5	Q9C0X6
A6NDX5	Q9C5S9
A6NDX5	Q9C718
A6NDX5	Q9C8H0
A6NDX5	Q9C948
A6NDX5	Q9CAP3
A6NDX5	Q9CQR6
A6NDX5	Q9CYU6
A6NDX5	Q9EQR3
A6NDX5	Q9FGY9
A6NDX5	Q9FJA2
A6NDX5	Q9FJX8
A6NDX5	Q9FLJ8
A6NDX5	Q9FNR1
A6NDX5	Q9FQ25
A6NDX5	Q9FXF2
A6NDX5	Q9H4S2
A6NDX5	Q9HCS2
A6NDX5	Q9LJJ5
A6NDX5	Q9LMA1
A6NDX5	Q9LNK1
A6NDX5	Q9LQL4
A6NDX5	Q9LS95
A6NDX5	Q9LU10
A6NDX5	Q9LZS6
A6NDX5	Q9M1Q2
A6NDX5	Q9M313
A6NDX5	Q9P7F8
A6NDX5	Q9QZM9
A6NDX5	Q9R1C8
A6NDX5	Q9SB89
A6NDX5	Q9SF16
A6NDX5	Q9SH93
A6NDX5	Q9SJ56
A6NDX5	Q9SL67
A6NDX5	Q9SMP5
A6NDX5	Q9SRG3
A6NDX5	Q9SYU4
A6NDX5	Q9SZI3
A6NDX5	Q9UKL2
A6NDX5	Q9URT4
A6NDX5	Q9W6A6
A6NDX5	Q9XXV8
A6NDX5	Q9Y337
A6NDX5	Q9Y7T0
A6NDX5	Q9ZPE9
A6NDX5	Q9ZRE2
A6NDX5	Q9ZU35
A6NDX5	Q9ZUN8
A6NDX5	S6F527
A6NDX5	A0A0A6YYJ7
A6NDX5	A0A0B4KGY6
A6NDX5	A2A3N6
A6NDX5	A2AVA0
A6NDX5	A4D1S0
A6NDX5	A6H639
A6NDX5	A6NDE4
A6NDX5	A6NMT0
A6NDX5	A7HD43
A6NDX5	A8MYV0
A6NDX5	B0I1T2
A6NDX5	B2RQE8
A6NDX5	B2RXH4
A6NDX5	B5MCY1
A6NDX5	B7ZWR6
A6NDX5	C0LGP4
A6NDX5	C9J798
A6NDX5	D3ZA12
A6NDX5	D3ZHV2
A6NDX5	E9PZ19
A6NDX5	E9Q5G3
A6NDX5	F1M4A4
A6NDX5	G3X9C2
A6NDX5	G5EEW9
A6NDX5	O02002
A6NDX5	O08576
A6NDX5	O08749
A6NDX5	O08874
A6NDX5	O14095
A6NDX5	O14213
A6NDX5	O14325
A6NDX5	O14771
A6NDX5	O14901
A6NDX5	O15034
A6NDX5	O15357
A6NDX5	O15943
A6NDX5	O17917
A6NDX5	O30409
A6NDX5	O43396
A6NDX5	O43933
A6NDX5	O45797
A6NDX5	O54709
A6NDX5	O54963
A6NDX5	O60107
A6NDX5	O60231
A6NDX5	O60486
A6NDX5	O60662
A6NDX5	O61443
A6NDX5	O64903
A6NDX5	O74184
A6NDX5	O74489
A6NDX5	O74871
A6NDX5	O75420
A6NDX5	O75526
A6NDX5	O75631
A6NDX5	O75808
A6NDX5	O80725
A6NDX5	O88351
A6NDX5	O88599
A6NDX5	O88764
A6NDX5	O89103
A6NDX5	O94868
A6NDX5	O95389
A6NDX5	O95665
A6NDX5	O95918
A6NDX5	P01123
A6NDX5	P01902
A6NDX5	P03944
A6NDX5	P04775
A6NDX5	P04910
A6NDX5	P05067
A6NDX5	P05181
A6NDX5	P05976
A6NDX5	P06244
A6NDX5	P07237
A6NDX5	P07477
A6NDX5	P08046
A6NDX5	P08155
A6NDX5	P08400
A6NDX5	P08923
A6NDX5	P09067
A6NDX5	P0A7Y0
A6NDX5	P0AE67
A6NDX5	P0C5S3
A6NDX5	P0CB38
A6NDX5	P10075
A6NDX5	P10323
A6NDX5	P11103
A6NDX5	P11275
A6NDX5	Q9UQM7
A6NDX5	P11798
A6NDX5	P11911
A6NDX5	P13497
A6NDX5	P13667
A6NDX5	P14652
A6NDX5	P14842
A6NDX5	P15424
A6NDX5	P16372
A6NDX5	P16521
A6NDX5	P17030
A6NDX5	P17141
A6NDX5	P17659
A6NDX5	P17879
A6NDX5	P20591
A6NDX5	P21860
A6NDX5	P22216
A6NDX5	P22459
A6NDX5	P23772
A6NDX5	P25095
A6NDX5	P25296
A6NDX5	P26017
A6NDX5	P26570
A6NDX5	P26883
A6NDX5	P28221
A6NDX5	P28359
A6NDX5	P28818
A6NDX5	P29266
A6NDX5	P29594
A6NDX5	P29994
A6NDX5	P30551
A6NDX5	P30680
A6NDX5	P31323
A6NDX5	P32507
A6NDX5	P32591
A6NDX5	P33076
A6NDX5	P33299
A6NDX5	P33400
A6NDX5	P33750
A6NDX5	P34092
A6NDX5	P34244
A6NDX5	P34611
A6NDX5	P34732
A6NDX5	P34969
A6NDX5	P35187
A6NDX5	P35249
A6NDX5	P35354
A6NDX5	P35582
A6NDX5	P35713
A6NDX5	P36024
A6NDX5	P36124
A6NDX5	P36166
A6NDX5	P36619
A6NDX5	P38041
A6NDX5	P38116
A6NDX5	P38494
A6NDX5	P38656
A6NDX5	P38735
A6NDX5	P38889
A6NDX5	P38968
A6NDX5	P39984
A6NDX5	P40616
A6NDX5	P41000
A6NDX5	P41183
A6NDX5	P42337
A6NDX5	A0A0G2K344
A6NDX5	P43680
A6NDX5	P46638
A6NDX5	Q15907
A6NDX5	O35509
A6NDX5	P46737
A6NDX5	P47791
A6NDX5	P47887
A6NDX5	P48375
A6NDX5	P48736
A6NDX5	P49138
A6NDX5	P49327
A6NDX5	P49792
A6NDX5	P49917
A6NDX5	P50462
A6NDX5	P50904
A6NDX5	P51153
A6NDX5	P51805
A6NDX5	P51886
A6NDX5	P52172
A6NDX5	P52735
A6NDX5	P53720
A6NDX5	P53874
A6NDX5	P53973
A6NDX5	P54313
A6NDX5	P62879
A6NDX5	P62880
A6NDX5	P54748
A6NDX5	P55096
A6NDX5	P55284
A6NDX5	P56400
A6NDX5	P56657
A6NDX5	P57789
A6NDX5	P58281
A6NDX5	P59046
A6NDX5	P59384
A6NDX5	P60904
A6NDX5	P60905
A6NDX5	Q9H3Z4
A6NDX5	P61225
A6NDX5	P61226
A6NDX5	P61227
A6NDX5	Q06AU2
A6NDX5	P62516
A6NDX5	P62515
A6NDX5	P63036
A6NDX5	P63037
A6NDX5	P31689
A6NDX5	P63326
A6NDX5	P63325
A6NDX5	P69744
A6NDX5	P70261
A6NDX5	P70453
A6NDX5	P75172
A6NDX5	P78368
A6NDX5	P80313
A6NDX5	P92974
A6NDX5	P97350
A6NDX5	P97443
A6NDX5	P97520
A6NDX5	P97685
A6NDX5	P98182
A6NDX5	P9WPH9
A6NDX5	P9WPH8
A6NDX5	P9WQB3
A6NDX5	Q00918
A6NDX5	Q01118
A6NDX5	Q01705
A6NDX5	Q01860
A6NDX5	Q02566
A6NDX5	Q02790
A6NDX5	Q04182
A6NDX5	Q05397
A6NDX5	Q05909
A6NDX5	Q06336
A6NDX5	Q06709
A6NDX5	Q07279
A6NDX5	Q08773
A6NDX5	Q09531
A6NDX5	Q09719
A6NDX5	Q09830
A6NDX5	Q0KHU5
A6NDX5	Q0WPQ2
A6NDX5	Q10N20
A6NDX5	Q12019
A6NDX5	Q12186
A6NDX5	Q12424
A6NDX5	Q12929
A6NDX5	Q13046
A6NDX5	Q13263
A6NDX5	Q13467
A6NDX5	Q13557
A6NDX5	Q6PHZ2
A6NDX5	Q95266
A6NDX5	Q13643
A6NDX5	Q13882
A6NDX5	Q14185
A6NDX5	Q14833
A6NDX5	Q14CM0
A6NDX5	Q15111
A6NDX5	Q15415
A6NDX5	Q15619
A6NDX5	Q15835
A6NDX5	Q16557
A6NDX5	Q16820
A6NDX5	Q17RY0
A6NDX5	Q19720
A6NDX5	Q1PEP5
A6NDX5	Q27474
A6NDX5	Q2QLE0
A6NDX5	Q2TUM3
A6NDX5	Q38953
A6NDX5	Q3B725
A6NDX5	Q3MJ62
A6NDX5	Q3TB92
A6NDX5	Q3TR08
A6NDX5	Q3UHK6
A6NDX5	Q3UZ01
A6NDX5	Q49GP3
A6NDX5	Q4J6Z4
A6NDX5	Q4KLM4
A6NDX5	Q4KMP7
A6NDX5	Q4V8F9
A6NDX5	Q504L7
A6NDX5	Q53UA7
A6NDX5	Q562C2
A6NDX5	Q59SU5
A6NDX5	Q5A0E5
A6NDX5	Q5A895
A6NDX5	Q5ALV2
A6NDX5	Q5BJL5
A6NDX5	Q5F2E8
A6NDX5	Q5GIG6
A6NDX5	Q5HZG4
A6NDX5	Q5JSP0
A6NDX5	Q5JZY3
A6NDX5	Q5PPG4
A6NDX5	Q5QJ74
A6NDX5	Q5RJR8
A6NDX5	Q5SQ80
A6NDX5	Q5SUE7
A6NDX5	Q5T6S3
A6NDX5	Q5U2Z2
A6NDX5	Q5W7F2
A6NDX5	Q60603
A6NDX5	Q61526
A6NDX5	Q61790
A6NDX5	Q62463
A6NDX5	Q62897
A6NDX5	Q63454
A6NDX5	Q63618
A6NDX5	Q63787
A6NDX5	Q63HQ2
A6NDX5	Q64378
A6NDX5	Q6A0A2
A6NDX5	Q6DGF9
A6NDX5	Q6DVA0
A6NDX5	Q6GQT0
A6NDX5	Q6IQ22
A6NDX5	Q6NXJ0
A6NDX5	Q6P280
A6NDX5	Q6P9A1
A6NDX5	Q6PCN3
A6NDX5	Q6PEW0
A6NDX5	Q6PIF6
A6NDX5	Q6UX04
A6NDX5	Q6Y1S1
A6NDX5	Q6ZMS4
A6NDX5	Q6ZPR6
A6NDX5	Q6ZSB9
A6NDX5	Q6ZWE6
A6NDX5	Q70CQ1
A6NDX5	Q767K9
A6NDX5	Q76MJ5
A6NDX5	Q7JUR6
A6NDX5	Q7L2R6
A6NDX5	Q7L945
A6NDX5	Q7TMD7
A6NDX5	Q7TN99
A6NDX5	Q7YZH1
A6NDX5	Q7Z478
A6NDX5	Q80U57
A6NDX5	Q80UV9
A6NDX5	Q810C1
A6NDX5	Q86UU1
A6NDX5	Q8BFZ3
A6NDX5	Q8BGB5
A6NDX5	Q8BGN6
A6NDX5	Q8BHJ5
A6NDX5	Q8BI06
A6NDX5	Q8BIY3
A6NDX5	Q8BL66
A6NDX5	Q8BU25
A6NDX5	Q8BWR8
A6NDX5	Q8BYK8
A6NDX5	Q8C8B0
A6NDX5	Q8CHG5
A6NDX5	Q8CI32
A6NDX5	Q8CIN9
A6NDX5	Q8H0U8
A6NDX5	Q8I7Z8
A6NDX5	Q8IUH4
A6NDX5	Q8IVS2
A6NDX5	Q8IXQ5
A6NDX5	Q8IZJ1
A6NDX5	Q8K1C0
A6NDX5	Q8K1Z6
A6NDX5	Q8L3X8
A6NDX5	Q8LEB6
A6NDX5	Q8MQW8
A6NDX5	Q8N196
A6NDX5	Q8N448
A6NDX5	Q8N4Y2
A6NDX5	Q8N5V2
A6NDX5	Q8N6N2
A6NDX5	Q8N7N5
A6NDX5	Q8N972
A6NDX5	Q8N9V6
A6NDX5	Q8NAP8
A6NDX5	Q8NCA9
A6NDX5	Q8NEP3
A6NDX5	Q8NFF5
A6NDX5	Q8NFY9
A6NDX5	Q8NGJ1
A6NDX5	Q8NH01
A6NDX5	Q8NHU3
A6NDX5	Q8R023
A6NDX5	Q8R182
A6NDX5	Q8R2Y2
A6NDX5	Q8R4X3
A6NDX5	Q8R5K2
A6NDX5	Q8RXF1
A6NDX5	Q8T079
A6NDX5	Q8TB69
A6NDX5	Q8TC12
A6NDX5	Q8TCP9
A6NDX5	Q8TDY4
A6NDX5	Q8TF68
A6NDX5	Q8VCH5
A6NDX5	Q8VE19
A6NDX5	Q8VEF1
A6NDX5	Q8VHK2
A6NDX5	Q8WUN7
A6NDX5	Q8WVD5
A6NDX5	Q8WWZ4
A6NDX5	Q8WZ74
A6NDX5	Q8Y7F1
A6NDX5	Q91X05
A6NDX5	Q91YD4
A6NDX5	Q91ZB0
A6NDX5	Q922J3
A6NDX5	Q93062
A6NDX5	Q940X9
A6NDX5	Q94AI7
A6NDX5	Q95PZ0
A6NDX5	Q969K4
A6NDX5	Q969W1
A6NDX5	Q96C34
A6NDX5	Q96DN6
A6NDX5	Q96EX2
A6NDX5	Q96FJ0
A6NDX5	Q96HU1
A6NDX5	Q96IW2
A6NDX5	Q96K62
A6NDX5	Q96LI6
A6NDX5	Q96PD2
A6NDX5	Q96PV0
A6NDX5	Q96QP1
A6NDX5	Q96T49
A6NDX5	Q99426
A6NDX5	Q99666
A6NDX5	Q99759
A6NDX5	Q99956
A6NDX5	Q99J87
A6NDX5	Q99JT5
A6NDX5	Q99KY4
A6NDX5	Q99M51
A6NDX5	Q99MQ1
A6NDX5	Q99N37
A6NDX5	Q9BPW5
A6NDX5	Q9BT81
A6NDX5	Q9BUR4
A6NDX5	Q9BXW6
A6NDX5	Q9BYZ6
A6NDX5	Q9C000
A6NDX5	Q9C0D6
A6NDX5	Q9C829
A6NDX5	Q9CWS1
A6NDX5	Q9D868
A6NDX5	Q9D8U4
A6NDX5	Q9DBG1
A6NDX5	Q9DC48
A6NDX5	Q9DCM7
A6NDX5	Q9EP66
A6NDX5	Q9EQD0
A6NDX5	Q9EQT6
A6NDX5	Q9ERB4
A6NDX5	Q9ERS6
A6NDX5	Q9ESN9
A6NDX5	Q9FIQ0
