id,psp_length,pdb_structure_length,length_matches
Q6P8U6,465,465,True
Q6P8U9,178,178,True
Q6P8X1,406,406,True
Q6P8Z1,170,170,True
Q6P902,515,515,True
Q6P988,496,496,True
Q6P995,826,826,True
Q6P996,788,788,True
Q6P9A1,599,599,True
Q6P9A2,607,607,True
Q6P9A3,640,640,True
Q6P9B6,456,456,True
Q6P9B9,1019,1019,True
Q6P9F0,684,684,True
Q6P9F5,258,258,True
Q6P9F7,803,803,True
Q6P9G0,228,228,True
Q6P9G4,183,183,True
Q6P9G9,518,518,True
Q6P9H4,555,555,True
Q6P9H5,292,292,True
Q6P9J5,1016,1016,True
Q6P9J9,911,911,True
Q6P9K8,1431,1431,True
Q6P9K9,1571,1571,True
Q6P9L4,685,685,True
Q6P9L6,1387,1387,True
Q6P9N1,521,521,True
Q6P9N8,913,913,True
Q6P9P0,1278,1278,True
Q6P9P6,1052,1052,True
Q6P9P8,914,914,True
Q6P9Q4,1197,1197,True
Q6P9Q6,1216,1216,True
Q6P9R1,639,639,True
Q6P9R2,527,527,True
Q6P9R4,1405,1405,True
Q6P9S0,715,715,True
Q6P9S1,818,818,True
Q6P9T8,445,445,True
Q6P9U1,308,308,True
Q6P9U3,195,195,True
Q6P9U4,195,195,True
Q6P9U8,352,352,True
Q6P9V9,451,451,True
Q6P9X5,182,182,True
Q6P9X9,296,296,True
Q6P9Z1,483,483,True
Q6PA06,583,583,True
Q6PAC4,1279,1279,True
Q6PAJ1,1270,1270,True
Q6PAJ3,880,880,True
Q6PAL0,825,825,True
Q6PAL7,1594,1594,True
Q6PAL8,1287,1287,True
Q6PAM0,271,271,True
Q6PAM1,554,554,True
Q6PAM4,718,718,True
Q6PAN7,307,307,True
Q6PAQ4,432,432,True
Q6PAQ9,231,231,True
Q6PAR0,439,439,True
Q6PAR5,1458,1458,True
Q6PAT0,349,349,True
Q6PAV2,1057,1057,True
Q6PB30,78,78,True
Q6PB44,1692,1692,True
Q6PB51,277,277,True
Q6PB60,539,539,True
Q6PB66,1392,1392,True
Q6PB70,1060,1060,True
Q6PB75,542,542,True
Q6PB97,674,674,True
Q6PCB0,445,445,True
Q6PCB5,846,846,True
Q6PCB6,329,329,True
Q6PCB7,646,646,True
Q6PCB8,327,327,True
Q6PCD5,774,774,True
Q6PCE3,622,622,True
Q6PCL9,739,739,True
Q6PCM1,1323,1323,True
Q6PCM2,883,883,True
Q6PCN3,1308,1308,True
Q6PCN6,969,969,True
Q6PCN7,1003,1003,True
Q6PCP5,291,291,True
Q6PCP7,798,798,True
Q6PCQ0,778,778,True
Q6PCS8,1258,1258,True
Q6PCT2,694,694,True
Q6PCT3,220,220,True
Q6PCU2,226,226,True
Q6PCX9,961,961,True
Q6PCZ4,918,918,True
Q6PD03,486,486,True
Q6PD05,413,413,True
Q6PD10,433,433,True
Q6PD19,689,689,True
Q6PD21,503,503,True
Q6PD24,605,605,True
Q6PD26,555,555,True
Q6PD28,497,497,True
Q6PD29,541,541,True
Q6PD31,939,939,True
Q6PD62,1173,1173,True
Q6PD74,315,315,True
Q6PDB4,577,577,True
Q6PDB7,556,556,True
Q6PDC0,408,408,True
Q6PDC8,510,510,True
Q6PDE7,497,497,True
Q6PDF3,494,494,True
Q6PDG5,1213,1213,True
Q6PDG8,556,556,True
Q6PDH0,1371,1371,True
Q6PDH4,491,491,True
Q6PDI5,1840,1840,True
Q6PDI6,601,601,True
Q6PDJ1,1288,1288,True
Q6PDJ6,717,717,True
Q6PDK8,616,616,True
Q6PDL0,492,492,True
Q6PDM1,616,616,True
Q6PDM2,248,248,True
Q6PDM4,574,574,True
Q6PDN3,1941,1941,True
Q6PDQ2,1915,1915,True
Q6PDS0,220,220,True
Q6PDS3,724,724,True
Q6PDU1,221,221,True
Q6PDU6,147,147,True
Q6PDX6,566,566,True
Q6PDZ2,836,836,True
Q6PE13,971,971,True
Q6PE55,375,375,True
Q6PE65,482,482,True
Q6PEB4,414,414,True
Q6PEB6,225,225,True
Q6PEC4,163,163,True
Q6PEE2,600,600,True
Q6PEE3,351,351,True
Q6PEM6,445,445,True
Q6PEM8,459,459,True
Q6PER3,281,281,True
Q6PEV3,440,440,True
Q6PEV8,388,388,True
Q6PEW1,402,402,True
Q6PEX7,206,206,True
Q6PEY1,159,159,True
Q6PEY2,450,450,True
Q6PEZ8,512,512,True
Q6PF04,617,617,True
Q6PF06,316,316,True
Q6PF15,583,583,True
Q6PF18,240,240,True
Q6PF93,887,887,True
Q6PFC5,549,549,True
Q6PFD5,977,977,True
Q6PFD6,834,834,True
Q6PFD7,327,327,True
Q6PFD9,1816,1816,True
Q6PFE3,886,886,True
Q6PFH3,600,600,True
Q6PFQ7,802,802,True
Q6PFR5,281,281,True
Q6PFW1,1433,1433,True
Q6PFX2,281,281,True
Q6PFX7,833,833,True
Q6PFX8,380,380,True
Q6PFX9,1320,1320,True
Q6PFY1,688,688,True
Q6PFY2,530,530,True
Q6PG04,518,518,True
Q6PG16,667,667,True
Q6PG37,636,636,True
Q6PG83,619,619,True
Q6PG95,1285,1285,True
Q6PGA0,451,451,True
Q6PGA3,657,657,True
Q6PGB6,169,169,True
Q6PGB8,1046,1046,True
Q6PGC1,1365,1365,True
Q6PGC9,846,846,True
Q6PGD2,520,520,True
Q6PGE4,1016,1016,True
Q6PGE7,637,637,True
Q6PGF3,828,828,True
Q6PGF5,1284,1284,True
Q6PGF7,716,716,True
Q6PGG2,971,971,True
Q6PGG6,577,577,True
Q6PGH1,144,144,True
Q6PGH2,190,190,True
Q6PGL7,1334,1334,True
Q6PGN3,756,756,True
Q6PGN9,363,363,True
Q6PGP7,1564,1564,True
Q6PGQ1,229,229,True
Q6PGQ7,559,559,True
Q6PH08,957,957,True
Q6PH81,154,154,True
Q6PH85,259,259,True
Q6PHN1,1016,1016,True
Q6PHN7,296,296,True
Q6PHN9,201,201,True
Q6PHQ9,660,660,True
Q6PHR2,472,472,True
Q6PHS6,957,957,True
Q6PHU5,825,825,True
Q6PHZ2,499,499,True
Q6PHZ5,887,887,True
Q6PHZ8,250,250,True
Q6PI26,577,577,True
Q6PI47,426,426,True
Q6PI48,645,645,True
Q6PI73,481,481,True
Q6PI77,547,547,True
Q6PI97,169,169,True
Q6PI98,192,192,True
Q6PIC6,1013,1013,True
Q6PID6,262,262,True
Q6PID8,442,442,True
Q6PIE5,1020,1020,True
Q6PIF2,218,218,True
Q6PIF6,2116,2116,True
Q6PII3,467,467,True
Q6PII5,290,290,True
Q6PIJ4,1296,1296,True
Q6PIJ6,1188,1188,True
Q6PIL6,250,250,True
Q6PIP5,582,582,True
Q6PIU2,408,408,True
Q6PIU9,354,354,True
Q6PIV2,292,292,True
Q6PIW4,674,674,True
Q6PIX5,856,856,True
Q6PIX9,558,558,True
Q6PIY7,484,484,True
Q6PIZ9,186,186,True
Q6PJ21,355,355,True
Q6PJ61,603,603,True
Q6PJ69,517,517,True
Q6PJB9,394,394,True
Q6PJE2,187,187,True
Q6PJF5,856,856,True
Q6PJG2,1045,1045,True
Q6PJG6,821,821,True
Q6PJG9,635,635,True
Q6PJI9,974,974,True
Q6PJN8,538,538,True
Q6PJP7,276,276,True
Q6PJP8,1040,1040,True
Q6PJT7,736,736,True
Q6PJW8,725,725,True
Q6PK04,289,289,True
Q6PK18,319,319,True
Q6PK81,442,442,True
Q6PKC3,985,985,True
Q6PKG0,1096,1096,True
Q6PKH6,232,230,False
Q6PKX4,331,331,True
Q6PL18,1390,1390,True
Q6PL24,325,325,True
Q6PL45,260,260,True
Q6PML9,568,568,True
Q6PN88,116,116,True
Q6PP77,449,449,True
Q6PR54,2419,2419,True
Q6PRD1,2367,2367,True
Q6PRD7,247,247,True
Q6PST4,558,558,True
Q6PUV4,134,134,True
Q6PW52,474,474,True
Q6PZD9,281,281,True
Q6Q0C0,670,670,True
Q6Q0C1,308,308,True
Q6Q0N0,952,952,True
Q6Q0N1,475,475,True
Q6Q0N3,553,553,True
Q6Q2Z6,421,421,True
Q6Q473,924,924,True
Q6Q477,1205,1205,True
Q6Q4G3,990,990,True
Q6Q6R5,217,217,True
Q6Q759,2223,2223,True
Q6Q760,1738,1738,True
Q6Q783,468,468,True
Q6Q788,366,366,True
Q6Q7Y5,377,377,True
Q6Q899,926,926,True
Q6Q8B3,271,271,True
Q6QA69,351,351,True
Q6QBQ3,326,326,True
Q6QD59,228,228,True
Q6QEF8,472,472,True
Q6QGW5,219,231,False
Q6QHC5,323,323,True
Q6QHK4,219,219,True
Q6QI06,1708,1708,True
Q6QI29,111,111,True
Q6QI38,496,496,True
Q6QI71,301,301,True
Q6QI90,649,649,True
Q6QIX3,388,388,True
Q6QIY3,1958,1958,True
Q6QLN3,482,482,True
Q6QLQ4,244,244,True
Q6QNK2,874,874,True
Q6QNU9,906,906,True
Q6QNY0,202,202,True
Q6QRN9,298,298,True
Q6QWF9,78,78,True
Q6QX36,289,289,True
Q6R0H6,725,725,True
Q6R0H7,1133,1133,True
Q6R2W3,1325,1325,True
Q6R327,1708,1708,True
Q6R3M4,717,717,True
Q6R5N8,991,991,True
Q6R6M4,530,530,True
Q6R891,817,817,True
Q6REY9,1182,1182,True
Q6RFH4,181,181,True
Q6RFH5,385,385,True
Q6RFH8,374,374,True
Q6RFY2,517,517,True
Q6RHR9,1471,1471,True
Q6RHW0,743,743,True
Q6RI45,1802,1802,True
Q6RI63,786,786,True
Q6RJR6,940,940,True
Q6RKB3,837,837,True
Q6RKD8,646,646,True
Q6RSH7,139,139,True
Q6RT24,2474,2474,True
Q6RUG5,435,435,True
Q6RUG6,561,561,True
Q6RUT7,136,136,True
Q6RUV5,192,192,True
Q6RVD6,105,105,True
Q6RVG2,1092,1067,False
Q6RW13,159,159,True
Q6S545,545,545,True
Q6S5H5,508,508,True
Q6S5J6,736,736,True
Q6S5L8,630,630,True
Q6S5L9,626,626,True
Q6S7F2,904,904,True
Q6S8J3,1075,1075,True
Q6S8J7,498,498,True
Q6S9I2,462,462,True
Q6S9I3,644,644,True
Q6S9Z5,364,364,True
Q6SA08,328,328,True
Q6SJ93,734,734,True
Q6SJ96,375,375,True
Q6SJQ0,318,318,True
Q6SJQ7,337,337,True
Q6SLE7,31,31,True
Q6SPF0,538,538,True
Q6STE5,483,483,True
Q6SZW1,724,724,True
Q6T264,1020,1020,True
Q6T310,242,242,True
Q6T311,187,187,True
Q6T340,320,320,True
Q6T393,789,789,True
Q6T3U4,1333,1333,True
Q6T423,547,547,True
Q6T4P5,718,718,True
Q6T4R5,1651,1651,True
Q6T5E4,401,401,True
Q6T5E7,530,530,True
Q6TA25,253,253,True
Q6TCG2,375,375,True
Q6TCH4,344,344,True
Q6TCH7,311,311,True
Q6TDP4,642,642,True
Q6TDU7,716,716,True
Q6TEQ7,339,339,True
Q6TFL3,1326,1326,True
Q6TFL4,600,600,True
Q6TGC4,694,694,True
Q6TL19,1100,1100,True
Q6TLK4,869,869,True
Q6TQE1,947,947,True
Q6TRW4,1447,1447,True
Q6TUD1,496,496,True
Q6TUD9,311,311,True
Q6TUE6,1245,1245,True
Q6TUF8,556,556,True
Q6TUH4,499,499,True
Q6TXD4,1580,1580,True
Q6TXF5,865,865,True
Q6TXG4,1210,1210,True
Q6TYA7,382,382,True
Q6TYB5,348,348,True
Q6U1J1,505,505,True
Q6U6G5,426,426,True
Q6U736,354,354,True
Q6U7Q0,402,402,True
Q6U7R4,343,343,True
Q6U841,1118,1118,True
Q6UAG7,309,309,True
Q6UB28,335,335,True
Q6UB35,978,978,True
Q6UB98,2062,2062,True
Q6UB99,2663,2663,True
Q6UDR6,99,99,True
Q6UE05,265,265,True
Q6UJY2,1175,1175,True
Q6ULP2,936,936,True
Q6UN15,594,594,True
Q6UPE1,616,616,True
Q6UQ17,1335,1335,True
Q6UQ28,207,207,True
Q6URK4,379,379,True
Q6URK8,271,271,True
Q6URW6,2000,2000,True
Q6UUV7,619,619,True
Q6UUV9,634,634,True
Q6UVJ0,657,657,True
Q6UVK1,2322,2322,True
Q6UVM3,1135,1135,True
Q6UVY6,613,613,True
Q6UW01,205,205,True
Q6UW02,462,462,True
Q6UW10,78,78,True
Q6UW49,350,350,True
Q6UW60,755,755,True
Q6UW63,502,502,True
Q6UWB1,636,636,True
Q6UWD8,224,224,True
Q6UWE0,723,723,True
Q6UWE3,100,100,True
Q6UWF3,145,145,True
Q6UWF7,544,544,True
Q6UWH4,519,519,True
Q6UWI2,310,310,True
Q6UWI4,295,295,True
Q6UWJ1,677,677,True
Q6UWK7,81,81,True
Q6UWL2,747,747,True
Q6UWL6,708,708,True
Q6UWM5,242,242,True
Q6UWM7,567,567,True
Q6UWM9,527,527,True
Q6UWN0,246,246,True
Q6UWN5,251,251,True
Q6UWN8,80,80,True
Q6UWP2,260,260,True
Q6UWP7,414,414,True
Q6UWP8,590,590,True
Q6UWQ5,148,148,True
Q6UWR7,440,440,True
Q6UWT2,76,76,True
Q6UWU2,654,654,True
Q6UWV2,235,235,True
Q6UWW8,571,571,True
Q6UWX4,724,724,True
Q6UWY0,536,536,True
Q6UWY5,402,402,True
Q6UWZ7,409,409,True
Q6UX01,489,489,True
Q6UX04,472,472,True
Q6UX06,510,510,True
Q6UX07,377,377,True
Q6UX15,382,382,True
Q6UX39,209,209,True
Q6UX41,500,500,True
Q6UX52,265,265,True
Q6UX53,244,244,True
Q6UX65,266,266,True
Q6UX68,686,686,True
Q6UX71,529,529,True
Q6UX73,402,402,True
Q6UX82,237,237,True
Q6UX98,284,284,True
Q6UXB4,293,293,True
Q6UXB8,463,463,True
Q6UXC1,1216,1216,True
Q6UXD5,910,910,True
Q6UXD7,560,560,True
Q6UXF1,575,575,True
Q6UXG2,1013,1013,True
Q6UXG3,332,332,True
Q6UXG8,535,535,True
Q6UXH0,198,198,True
Q6UXH1,353,353,True
Q6UXH8,406,406,True
Q6UXH9,720,720,True
Q6UXI7,678,678,True
Q6UXI9,565,565,True
Q6UXK2,745,745,True
Q6UXK5,716,716,True
Q6UXL0,311,311,True
Q6UXM1,1119,1119,True
Q6UXN8,241,241,True
Q6UXN9,313,313,True
Q6UXP7,276,276,True
Q6UXS9,341,341,True
Q6UXT9,468,468,True
Q6UXU4,331,331,True
Q6UXV1,221,221,True
Q6UXV4,268,268,True
Q6UXX5,1313,1313,True
Q6UXY1,529,529,True
Q6UXY8,1006,1006,True
Q6UXZ0,262,262,True
Q6UXZ3,194,194,True
Q6UXZ4,953,953,True
Q6UY01,552,552,True
Q6UY09,596,596,True
Q6UY13,95,95,True
Q6UY14,1074,1074,True
Q6UY18,593,593,True
Q6UY27,113,113,True
Q6UYE1,221,221,True
Q6V0L0,522,522,True
Q6V1X1,898,898,True
Q6V3W6,876,876,True
Q6V4S5,2176,2176,True
Q6V702,233,233,True
Q6V7V2,548,548,True
Q6V9R5,426,426,True
Q6V9V9,426,426,True
Q6VAB6,950,950,True
Q6VBQ5,318,318,True
Q6VEU8,851,851,True
Q6VGS5,2009,2009,True
Q6VH22,1749,1749,True
Q6VMN6,370,370,True
Q6VMQ6,1270,1270,True
Q6VN19,620,620,True
Q6VN20,620,620,True
Q6VNS1,825,825,True
Q6VUC0,442,442,True
Q6VUP9,442,442,True
Q6VV64,394,394,True
Q6VVB1,395,395,True
Q6VVW5,1047,1047,True
Q6VVX0,501,501,True
Q6VY05,352,352,True
Q6VY07,963,963,True
Q6VYH9,334,334,True
Q6W049,321,321,True
Q6W0C5,159,159,True
Q6W2J9,1755,1755,True
Q6W3E5,623,623,True
Q6W3F0,542,542,True
Q6W4X9,2439,2439,True
Q6W5G4,343,343,True
Q6W5P4,371,371,True
Q6W8Q3,68,68,True
Q6W9J5,344,344,True
Q6WBX7,403,403,True
Q6WBX8,426,426,True
Q6WCQ1,1025,1025,True
Q6WKZ4,1283,1283,True
Q6WKZ7,506,506,True
Q6WKZ8,1755,1755,True
Q6WN19,469,469,True
Q6WN34,429,429,True
Q6WQJ1,1044,1044,True
Q6WRH9,2597,2597,True
Q6WRI0,2623,2623,True
Q6WRX3,759,759,True
Q6WVG3,327,327,True
Q6X4T0,127,127,True
Q6X4U4,206,206,True
Q6X4W1,530,530,True
Q6X632,540,540,True
Q6X6Z7,490,490,True
Q6X7S9,236,236,True
Q6X936,789,789,True
Q6XAR7,170,170,True
Q6XAS3,170,170,True
Q6XBN7,535,535,True
Q6XE24,437,437,True
Q6XFR6,95,95,True
Q6XKD3,403,403,True
Q6XL48,529,529,True
Q6XLI7,1032,1032,True
Q6XP49,780,780,True
Q6XPR3,784,784,True
Q6XPS3,522,522,True
Q6XPS7,400,400,True
Q6XQN6,538,538,True
Q6XR72,485,485,True
Q6XS92,111,111,True
Q6XUX1,927,927,True
Q6XUX3,929,929,True
Q6XVG2,490,490,True
Q6XVN8,121,121,True
Q6XYQ8,523,523,True
Q6XZB0,460,460,True
Q6XZF7,1577,1577,True
Q6Y1H2,254,254,True
Q6Y288,498,498,True
Q6Y2X3,702,702,True
Q6Y306,1366,1366,True
Q6Y5D8,786,786,True
Q6Y5E2,1209,1209,True
Q6Y685,774,774,True
Q6Y7W6,1299,1299,True
Q6Y7W8,1291,1291,True
Q6YBV0,504,504,True
Q6YBV4,600,600,True
Q6YDN7,85,85,True
Q6YDN8,228,228,True
Q6YFQ2,88,88,True
Q6YGU2,784,784,True
Q6YGZ1,535,535,True
Q6YH22,76,76,True
Q6YHK3,1445,1445,True
Q6YHU6,1953,1953,True
Q6YI46,380,380,True
Q6YIY0,536,536,True
Q6YN16,418,418,True
Q6YND2,615,615,True
Q6YP21,454,454,True
Q6ZMB0,384,384,True
Q6ZMB5,413,413,True
Q6ZMC9,328,328,True
Q6ZMD2,512,512,True
Q6ZMG9,384,384,True
Q6ZMH5,540,540,True
Q6ZMI0,780,780,True
Q6ZMI3,551,551,True
Q6ZMJ2,495,495,True
Q6ZMN7,1036,1036,True
Q6ZMN8,369,369,True
Q6ZMP0,1018,1018,True
Q6ZMQ8,1374,1374,True
Q6ZMR3,332,332,True
Q6ZMR5,418,421,False
Q6ZMS4,543,543,True
Q6ZMS7,546,281,False
Q6ZMT1,411,411,True
Q6ZMT4,941,941,True
Q6ZMT9,781,781,True
Q6ZMU5,477,477,True
Q6ZMV8,503,503,True
Q6ZMV9,814,814,True
Q6ZMW2,699,699,True
Q6ZMW3,1958,1958,True
Q6ZMY3,1216,1216,True
Q6ZMY6,472,472,True
Q6ZMY9,492,492,True
Q6ZMZ0,732,732,True
Q6ZMZ3,975,975,True
Q6ZN01,415,415,True
Q6ZN04,569,569,True
Q6ZN06,617,617,True
Q6ZN08,573,573,True
Q6ZN11,406,406,True
Q6ZN16,1313,1313,True
Q6ZN17,250,250,True
Q6ZN18,517,517,True
Q6ZN19,808,808,True
Q6ZN28,852,852,True
Q6ZN30,1099,1099,True
Q6ZN32,361,361,True
Q6ZN44,842,842,True
Q6ZN54,512,512,True
Q6ZN55,896,896,True
Q6ZN57,461,461,True
Q6ZN66,633,633,True
Q6ZN79,300,300,True
Q6ZN84,652,652,True
Q6ZN92,141,141,True
Q6ZN96,568,568,True
Q6ZNA1,936,936,True
Q6ZNA4,994,994,True
Q6ZNB5,234,142,False
Q6ZNB6,911,911,True
Q6ZNB7,445,445,True
Q6ZNC4,412,412,True
Q6ZNC8,495,495,True
Q6ZNE5,492,492,True
Q6ZNE9,571,571,True
Q6ZNG0,422,422,True
Q6ZNG1,722,722,True
Q6ZNG2,339,339,True
Q6ZNG9,492,492,True
Q6ZNH5,498,498,True
Q6ZNI0,430,430,True
Q6ZNL6,1462,1462,True
Q6ZNQ3,347,347,True
Q6ZNR0,172,172,True
Q6ZNW5,385,385,True
Q6ZP01,1051,1052,False
Q6ZP29,291,291,True
Q6ZP65,573,573,True
Q6ZP82,1450,1450,True
Q6ZPA9,189,189,True
Q6ZPD9,716,716,True
Q6ZPE2,1867,1867,True
Q6ZPF3,1715,1715,True
Q6ZPF4,1028,1028,True
Q6ZPG2,1874,1874,True
Q6ZPI0,834,834,True
Q6ZPI3,433,433,True
Q6ZPJ0,1128,1128,True
Q6ZPJ3,1288,1288,True
Q6ZPK0,688,688,True
Q6ZPK7,905,905,True
Q6ZPL9,600,600,True
Q6ZPQ6,1335,1335,True
Q6ZPR1,541,541,True
Q6ZPR4,1224,1224,True
Q6ZPR5,823,823,True
Q6ZPR6,1352,1352,True
Q6ZPS6,1085,1085,True
Q6ZPT1,617,617,True
Q6ZPU9,617,617,True
Q6ZPV2,1559,1559,True
Q6ZPV6,1074,1074,True
Q6ZPY2,1017,1017,True
Q6ZPY5,941,941,True
Q6ZPY7,1762,1562,False
Q6ZPZ3,1304,1304,True
Q6ZQ03,1031,1031,True
Q6ZQ06,1403,1403,True
Q6ZQ08,2375,2375,True
Q6ZQ12,1394,1394,True
Q6ZQ18,817,817,True
Q6ZQ29,1240,1240,True
Q6ZQ38,1230,1230,True
Q6ZQ58,1072,1072,True
Q6ZQ68,1255,1255,True
Q6ZQ73,1235,1235,True
Q6ZQ82,814,814,True
Q6ZQ88,853,853,True
Q6ZQ89,909,909,True
Q6ZQA6,1194,1194,True
Q6ZQB6,1129,1129,True
Q6ZQB7,773,773,True
Q6ZQE4,437,437,True
Q6ZQF0,1515,1515,True
Q6ZQF7,829,829,True
Q6ZQH8,1759,1759,True
Q6ZQI3,291,291,True
Q6ZQJ5,1062,1062,True
Q6ZQK0,1506,1506,True
Q6ZQK4,458,458,True
Q6ZQK5,770,770,True
Q6ZQL4,677,677,True
Q6ZQM0,377,377,True
Q6ZQM8,531,531,True
Q6ZQN5,318,318,True
Q6ZQN7,724,724,True
Q6ZQQ2,1576,1576,True
Q6ZQR2,320,320,True
Q6ZQT0,140,140,True
Q6ZQW0,407,420,False
Q6ZQX7,453,453,True
Q6ZQY3,521,521,True
Q6ZR03,302,302,True
Q6ZR37,691,379,False
Q6ZR52,646,646,True
Q6ZRC1,276,276,True
Q6ZRF8,634,634,True
Q6ZRH7,1159,1159,True
Q6ZRI6,1047,1047,True
Q6ZRI8,547,547,True
Q6ZRK6,1079,1079,True
Q6ZRP5,223,223,True
Q6ZRP7,698,698,True
Q6ZRQ5,1243,1243,True
Q6ZRR7,1453,1453,True
Q6ZRS4,1044,1044,True
Q6ZRT6,265,265,True
Q6ZRT9,230,230,True
Q6ZRV2,1179,1179,True
Q6ZS02,220,220,True
Q6ZS10,378,378,True
Q6ZS11,566,566,True
Q6ZS17,1223,1223,True
Q6ZS27,426,426,True
Q6ZS30,2694,2694,True
Q6ZS32,1016,1016,True
Q6ZS49,121,121,True
Q6ZS72,473,473,True
Q6ZS82,235,235,True
Q6ZS86,529,529,True
Q6ZSB9,765,765,True
Q6ZSC3,357,357,True
Q6ZSG2,479,479,True
Q6ZSI9,719,719,True
Q6ZSJ8,110,110,True
Q6ZSJ9,500,500,True
Q6ZSM3,516,516,True
Q6ZSN1,163,163,True
Q6ZSR9,355,355,True
Q6ZSS3,439,439,True
Q6ZSS7,791,791,True
Q6ZST4,164,164,True
Q6ZSY5,799,799,True
Q6ZSZ5,1361,1361,True
Q6ZSZ6,1077,1077,True
Q6ZT07,1266,1266,True
Q6ZT12,1888,1888,True
Q6ZT21,453,453,True
Q6ZT52,329,329,True
Q6ZT62,677,677,True
Q6ZT77,177,177,True
Q6ZT98,887,887,True
Q6ZTA4,783,783,True
Q6ZTB9,187,187,True
Q6ZTK2,550,550,True
Q6ZTQ3,369,369,True
Q6ZTQ4,885,885,True
Q6ZTR6,163,163,True
Q6ZTU2,488,488,True
Q6ZTW0,290,290,True
Q6ZTY9,151,151,True
Q6ZTZ1,278,278,True
Q6ZU15,432,432,True
Q6ZU35,1233,1233,True
Q6ZU52,694,694,True
Q6ZU64,1925,1925,True
Q6ZU65,1347,1347,True
Q6ZU67,534,534,True
Q6ZU69,1335,1335,True
Q6ZU80,1094,1094,True
Q6ZU96,243,243,True
Q6ZUA9,1318,1318,True
Q6ZUB0,917,917,True
Q6ZUB1,1445,1445,True
Q6ZUI0,275,275,True
Q6ZUJ8,805,805,True
Q6ZUK4,368,368,True
Q6ZUL3,223,223,True
Q6ZUM4,889,889,True
Q6ZUS5,278,278,True
Q6ZUS6,474,474,True
Q6ZUT1,292,292,True
Q6ZUT3,714,714,True
Q6ZUT6,534,534,True
Q6ZUT9,1274,1274,True
Q6ZUU3,175,175,True
Q6ZUX3,1019,1019,True
Q6ZV18,221,221,True
Q6ZV29,1317,1317,True
Q6ZV50,586,586,True
Q6ZV70,420,420,True
Q6ZV73,1430,1430,True
Q6ZV77,190,190,True
Q6ZV89,423,423,True
Q6ZVC0,841,841,True
Q6ZVD7,989,989,True
Q6ZVD8,1323,1323,True
Q6ZVF9,776,776,True
Q6ZVH7,1005,1005,True
Q6ZVK1,233,233,True
Q6ZVK8,323,323,True
Q6ZVL6,1849,1849,True
Q6ZVM7,507,507,True
Q6ZVN8,426,426,True
Q6ZVS7,135,135,True
Q6ZVT0,673,673,True
Q6ZVT6,689,689,True
Q6ZVW7,336,336,True
Q6ZVX7,275,275,True
Q6ZVX9,377,377,True
Q6ZVZ8,466,466,True
Q6ZW05,846,846,True
Q6ZW13,317,317,True
Q6ZW31,735,735,True
Q6ZW49,1069,1069,True
Q6ZW61,710,710,True
Q6ZW76,656,656,True
Q6ZWB6,473,473,True
Q6ZWE6,761,761,True
Q6ZWH5,1172,1172,True
Q6ZWI9,263,263,True
Q6ZWJ1,553,553,True
Q6ZWJ8,1568,1568,True
Q6ZWK4,172,172,True
Q6ZWK6,438,438,True
Q6ZWL3,525,525,True
Q6ZWN5,194,194,True
Q6ZWQ9,172,172,True
Q6ZWS8,374,374,True
Q6ZWT7,520,520,True
Q6ZWU9,84,84,True
Q6ZWV3,214,214,True
Q6ZWX6,315,315,True
Q6ZWY3,84,84,True
Q6ZWY6,147,147,True
Q6ZWY8,44,44,True
Q6ZWY9,125,126,False
Q6ZXV5,915,915,True
Q6ZYL4,71,71,True
Q701N2,237,237,True
Q701N4,177,177,True
Q701R3,525,525,True
Q702N8,1843,1843,True
Q703I1,291,291,True
Q704E8,752,752,True
Q704S8,626,626,True
Q704Y3,839,839,True
Q709F0,780,780,True
Q70AG6,169,169,True
Q70CQ1,688,688,True
Q70CQ3,517,517,True
Q70CQ4,1352,1352,True
Q70E20,1403,1403,True
Q70E73,1250,1250,True
Q70EK8,1073,1073,True
Q70EK9,711,711,True
Q70EL1,1684,1684,True
Q70EL2,814,814,True
Q70EL3,339,339,True
Q70EL4,1123,1123,True
Q70HW3,274,274,True
Q70IA8,216,216,True
Q70IV5,1561,1561,True
Q70J99,1090,1090,True
Q70JA7,882,882,True
Q70KY4,559,559,True
Q70SY1,520,520,True
Q70UQ0,350,350,True
Q70YC5,407,407,True
Q70Z35,1606,1606,True
Q70Z44,454,454,True
Q70Z53,315,315,True
Q710E6,1253,1253,True
Q711Q0,1435,1435,True
Q712K3,238,238,True
Q712U5,112,112,True
Q717B2,364,364,True
Q717B4,365,365,True
Q717R9,158,158,True
Q719H9,257,257,True
Q719I0,299,299,True
Q71B07,716,716,True
Q71DI3,135,136,False
Q71F23,418,418,True
Q71F54,894,894,True
Q71F56,2210,2210,True
Q71FD5,238,238,True
Q71FD7,375,375,True
Q71H61,639,639,True
Q71H74,223,223,True
Q71KT5,418,418,True
Q71KU9,314,314,True
Q71LX4,2375,2375,True
Q71M36,566,566,True
Q71MR7,338,338,True
Q71QF9,831,831,True
Q71RC2,724,724,True
Q71RG4,321,321,True
Q71RH2,274,274,True
Q71RI2,499,499,True
Q71RI9,455,455,True
Q71RJ2,323,323,True
Q71RR7,198,198,True
Q71RS6,500,500,True
Q71SP7,2513,2513,True
Q71SY3,228,228,True
Q71SY5,747,747,True
Q71TY3,84,84,True
Q71U36,451,451,True
Q71UF4,425,425,True
Q71UI9,127,128,False
