J3KQB2	J3KQB2
P09525	P12429
P09525	O35639
P09525	P14669
P09525	P13928
P09525	O35640
P09525	Q5VT79
P09525	AAB24204
P09525	P08758
P09525	P48036
P09525	AAB24205
P09525	P14668
Q9Z0J4	Q9Z0J4
Q9Z0J4	P29475
Q9Z0J4	Q9Z0J4-5
Q9Z0J4	P29476
Q13285	Q13285
Q13285	P33242
Q91YA2	Q91YA2
Q91YA2	Q96QS6
Q91YA2	P11801
Q62406	Q62406
Q62406	P51617
Q8CFA1	Q8CFA1
Q8CFA1	O43187
Q9JIX9	Q9JIX9
Q9JIX9	Q14296
Q91XS8	Q91XS8
Q91XS8	O94768
Q91XS8	Q8BG48
Q9UEE5	Q9UEE5
Q9JIH7	Q9JIH7
P35236	P35236
P35236	P49445
P35236	Q8BUM3
P35236	P35236-2
P35236	P35234
P46098	P46098
Q92954	Q92954
P47809	P47809
P47809	Q4KSH6
P47809	P45985
O15075	O15075
O15075	Q9JLM8
O15075	Q8CHG1
O15075	O15075-2
O15075	Q5MPA9
O15075	Q6PGN3-3
O15075	Q6PGN3
O15075	Q8N568
P07332	P07332
P07332	P16879
P07332	P16591
P07332	P09760
P07332	P70451
P15151	P15151
Q5VWG9	Q5VWG9
Q5VWG9	Q5HZG4
P12023	P12023
P12023	P05067-4
P12023	P05067
P12023	P08592-2
P12023	P08592
P12023	P12023-2
P12023	P05067-8
P29294	P29294
P49817	P49817
P49817	NP_001009477
P49817	P33724
P49817	P41350
P49817	Q03135
Q62847	Q62847
Q62847	Q9QYB5
Q62847	Q9UEY8
Q62847	Q9QYB8
Q62847	Q05764
Q62847	P35612
Q62847	Q9QYC0
Q62847	P35611
Q62847	Q63028
Q13322	Q13322
Q13322	P0CE43
Q13322	Q60760
Q13705	Q13705
Q13705	P27037
O75676	O75676
O75676	Q9Z2B9
O75676	D3ZSB7
O75676	O75582
O75676	Q8C050
Q9WVC6	Q9WVC6
Q9WVC6	Q9HBY8-1
Q9WVC6	Q06226
Q9WVC6	O00141
Q13868	Q13868
Q13868	Q8VBV3
Q8R3B7	Q8R3B7
Q8R3B7	Q9H0E9-2
Q8R3B7	Q5TLG7
Q04750	Q04750
Q04750	P11387
Q04750	Q9WUL0
P55957	P55957
P55957	P70444
P55957	Q9JLT6
Q9NZJ5	Q9NZJ5
Q9NZJ5	Q9Z2B5
Q9NZJ5	Q9Z1Z1
Q9UM73	Q9UM73
Q9UM73	P97793
E9PTG8	E9PTG8
E9PTG8	O55098
E9PTG8	O94804
Q9UQ07	Q9UQ07
Q9UQ07	Q9WVS4
Q8CDB0	Q8CDB0
Q8CDB0	Q9HBH9
Q66L42	Q66L42
Q66L42	D3ZG83
Q66L42	Q02779
P80386	P80386
P80386	Q9R078
P80386	Q9Y478
P80386	Q6PAM0
P80386	Q9QZH4
P80386	O43741
P15941	P15941
Q12879	Q12879
Q12879	Q00959
Q12879	P35436
Q12879	Q13224
Q12879	Q00960
Q12879	Q01097
P41182	P41182
P41182	B2GUV8
P41182	P41183
O35659	O35659
O35659	P32301
Q80UE6	Q80UE6
Q80UE6	Q7TPK6
Q80UE6	Q96J92
P55144	P55144
P55144	P55146
P55144	Q06418
Q9D7X3	Q9D7X3
Q9D7X3	P51452
P70531	P70531
P70531	O08796
P70531	O00418
Q96EB6	Q96EB6
Q96EB6	Q923E4
Q96EB6	XP_003753523
Q9JIF7	Q9JIF7
Q9JIF7	P53618
P29788	P29788
P29788	P04004
P49917	P49917
P49917	Q8BTF7
Q7L591	Q7L591
G3V9H8	G3V9H8
G3V9H8	P35546
G3V9H8	P07949
G3V9H8	P07949-2
P49450	P49450
P49450	P68431
P49450	Q6LED0
P49450	P84228
P49450	Q71DI3
P49450	P84244
P49450	P84243
P49450	P68433
P49450	P84245
P49450	Q16695
P49450	P84229
P49450	Q6NXT2
P49450	P02301
P49450	O35216
Q9BYW2	Q9BYW2
Q8WXH0	Q8WXH0
Q8WXH0	Q6ZWQ0
Q96FV9	Q96FV9
Q96FV9	Q8R3N6
Q61337	Q61337
Q61337	O35147
Q61502	Q61502
Q61502	Q15329
Q8CFH6	Q8CFH6
Q8CFH6	Q9H0K1
Q8CFH6	Q3LRT3
O88879	O88879
O88879	O14727
O88879	Q9EPV5
Q9H0C8	Q9H0C8
O35613	O35613
O35613	Q8VIB2
O35613	Q9UER7
P33981	P33981
P33981	AAK27843
P33981	P35761
P33981	NP_001103735
P33981	D4A4S7
P97377	P97377
Q02085	Q02085
Q02085	O95863
Q02085	O43623
Q02085	P97469
O35914	O35914
O35914	F1LUF8
O35914	Q01954
P20917	P20917
P20917	P07722
P20917	P20916
P20917	P20917-2
Q9NZQ3	Q9NZQ3
Q9NZQ3	Q9NZQ3-3
Q9NZQ3	Q9ESJ4
A2CG49	A2CG49
A2CG49	P97924
A2CG49	O60229
A2CG49	Q0KL02-4
A2CG49	Q0KL02
A2CG49	O75962
A2CG49	F1M0Z1
Q14289	Q14289
Q14289	P70600
Q14289	Q9QVP9
Q9P2N6	Q9P2N6
Q9P2N6	A2RSY1
Q9P2N6	Q9P2N6-3
P11168	P11168
P11168	P12336
P11168	P14246
O54967	O54967
O54967	Q07912
O54967	O54967-2
O54967	Q5U2X5
O54967	Q07912-3
Q9QZ41	Q9QZ41
Q9QZ41	Q9UBU7
Q9QXK2	Q9QXK2
Q9QXK2	Q9NS91
Q9QXK2	A0JPN0
Q9WVS7	Q9WVS7
Q9WVS7	Q13163
Q9WVS7	Q62862
P36507	P36507
P36507	P29678
P36507	Q01986
P36507	P31938
P36507	Q02750
P36507	Q63932
P36507	P36506
P03372	P03372
P03372	P06211
P03372	P19785
Q13291	Q13291
Q13291	Q9QUM4
Q13526	Q13526
Q13526	Q9QUR7
Q14155	Q14155
Q14155	Q9ES28
Q14155	Q9ES28-2
Q14155	NP_001280025
Q15726	Q15726
Q09013	Q09013
Q8VCT9	Q8VCT9
Q8VCT9	Q924U5
Q8VCT9	Q96S53
P34908	P34908
P34908	P15056
P34908	Q04982
P34908	F1M9C3
P34908	P28028
P34908	P28028-1
Q9JKK8	Q9JKK8
Q9JKK8	Q13535
O96017	O96017
O96017	Q9Z265
Q9Z307	Q9Z307
Q9Z307	P52191
O35718	O35718
O35718	O14543
P97477	P97477
P97477	O14965
P97477	Q91820
P97477	P59241
P97477	A5GFW1
P15304	P15304
P15304	E9Q4M2
P15304	Q05469
Q9CX56	Q9CX56
Q9CX56	P48556
Q9CX56	F1LMQ3
Q9WVC3	Q9WVC3
Q9WVC3	P51636
Q9WVC3	Q2IBC5
Q80V62	Q80V62
Q80V62	Q9BXW9
P04370	P04370
Q8MIL8	Q8MIL8
Q8MIL8	P00533
Q8MIL8	Q01279
Q8MIL8	Q9QX70
Q8MIL8	Q62956
Q8MIL8	Q15303
Q8MIL8	Q61527
Q8MIL8	Q15303-3
Q8MIL8	Q15303-4
Q8MIL8	P06494
Q8MIL8	P70424
Q8MIL8	P04626
P29274	P29274
P29274	P11617
O35129	O35129
O35129	Q99623
O35129	Q5XIH7
A8IHN8	A8IHN8
A8IHN8	Q3UPL5
Q8VBY2	Q8VBY2
Q8VBY2	P97756
Q8VBY2	Q8N5S9
Q14739	Q14739
Q14739	Q3U9G9
Q14739	O08984
Q9R0D8	Q9R0D8
Q9R0D8	Q9H977
Q8CHI8	Q8CHI8
Q8CHI8	NP_001100619
Q8CHI8	Q96L91
P97874	P97874
P97874	Q99KY4
P97874	O14976
Q99MQ3	Q99MQ3
Q99MQ3	Q9BXM7
Q9CWZ7	Q9CWZ7
Q9CWZ7	Q99747
O54918	O54918
O54918	O88498
O54918	O43521
Q63279	Q63279
Q63279	P19001
Q63279	P08727
Q9Z2R9	Q9Z2R9
Q9Z2R9	Q63185
Q9Z2R9	Q9BQI3
Q9Z1E4	Q9Z1E4
Q9Z1E4	P13834
Q9Z1E4	P13807
Q9Z1E4	P17625
Q9Z1E4	Q8VCB3
Q9Z1E4	P54840
Q9Z1E4	A2RRU1
Q91YM2	Q91YM2
Q91YM2	P81128
Q91YM2	Q9NRY4
Q91YM2	Q13017
Q91YM2	P97393
B2RWS6	B2RWS6
B2RWS6	Q6JHU9
B2RWS6	P45481
B2RWS6	Q92793
B2RWS6	Q09472
B2RWS6	XP_001076610
O09030	O09030
O09030	P78552
P31725	P31725
P31725	P06702
P39429	P39429
P39429	Q12933
P39429	B5DFH7
Q8JZP2	Q8JZP2
Q8JZP2	O70441
Q8JZP2	O14994
Q8JZP2	Q92777
Q8JZP2	Q63537
Q8JZP2	Q64332
P78324	P78324
P78324	P97797-2
P78324	P97797
P78324	P97710
Q9WU39	Q9WU39
Q9WU39	P37091
Q9WU39	P51170
F1LRS8	F1LRS8
F1LRS8	Q9JLQ0
F1LRS8	Q9Y5K6
Q61003	Q61003
Q61003	P30203
O60239	O60239
O60239	Q91Y80
O60239	Q9Z131
P12830	P12830
P12830	P09803
P26516	P26516
P26516	P51665
Q12905	Q12905
Q12905	Q9CXY6
Q9NUW8	Q9NUW8
Q9NUW8	Q8BJ37
Q9NUW8	Q4G056
Q96KG9	Q96KG9
Q96KG9	Q5M9F8
Q96KG9	Q9EQC5
Q96KG9	Q96KG9-2
Q63746	Q63746
Q63746	Q9Z1E3
Q63746	P25963
Q92993	Q92993
Q92993	Q8CHK4
Q92993	Q99MK2
Q92993	Q92993-3
Q8N726	Q8N726
P56818	P56818
P56818	P56817
P97305	P97305
P97305	Q12968
P97305	D3ZU59
P97305	P97305-3
O95644	O95644
O54950	O54950
O54950	P80385
O54950	P54619
P24721	P24721
P24721	P08290
P24721	P07307
Q86W47	Q86W47
Q96T51	Q96T51
Q96T51	Q8BIJ7
Q96T51	F1LR42
P01582	P01582
P01582	P01583
Q28147	Q28147
Q28147	Q8R3G1
Q28147	Q12972
P11881	P11881
P11881	P29994
P11881	Q14643
P11881	Q9Z329
P11881	Q14571
P11881	P29995
P11881	Q14573
P11881	P70227
P11881	Q63269
Q13936	Q13936
Q13936	P15381
Q13936	P15381-4
Q13936	Q13936-12
Q13936	P27732
Q13936	Q0PCR6
Q13936	Q01815
Q13936	P22002
Q13936	Q01668-2
Q13936	Q99246
Q13936	Q01668
P31596	P31596
P31596	P43006
P31596	P43004
P31596	Q8K5B5
Q9R012	Q9R012
Q9R012	P53351
Q9R012	Q9NYY3
Q9H9Y6	Q9H9Y6
Q9H9Y6	P70700
Q9WVQ5	Q9WVQ5
Q9WVQ5	Q96GX9
Q969G3	Q969G3
Q969G3	O54941
Q91VY9	Q91VY9
Q91VY9	Q969S3
Q91VY9	Q5M855
Q9NY12	Q9NY12
Q9NY12	Q9CY66
Q9NZW4	Q9NZW4
P53670	P53670
P53670	O54785
P53670	P53671
P53670	P53668
P53670	P53667
P53670	P53669
O70548	O70548
O70548	O15273
O70548	A6HIS0
O35177	O35177
O35177	Q5U2Y4
O35177	Q14511
P02786	P02786
P02786	Q62351
P55072	P55072
P55072	Q01853
P55072	P46462
Q99814	Q99814
Q99814	P97481
Q9NZN8	Q9NZN8
Q9NZN8	Q8C5L3
Q8K4R9	Q8K4R9
Q8K4R9	B1WC75
Q8K4R9	Q15398-3
Q8K4R9	Q15398
Q9WVQ1	Q9WVQ1
Q9WVQ1	O88382
Q5SQ64	Q5SQ64
Q5SQ64	B2RXM6
P97471	P97471
P97471	Q13485
P26039	P26039
P26039	Q9Y490
P26039	G3V852
P26039	XP_236367
P26039	Q71LX4
P26039	Q9Y4G6
P26039	E9PUM4
P43884	P43884
P43884	Q8CGN5
P43884	O60240
Q08481	Q08481
Q08481	P16284
Q9UGU0	Q9UGU0
Q9UGU0	Q9EPQ8
Q9UGU0	D3ZG21
O15524	O15524
O15524	O35716
Q60977	Q60977
O14672	O14672
O14672	O35598
Q13309	Q13309
Q13309	Q9Z0Z3
P50393	P50393
P50393	P47713
P50393	P47712
Q6PAJ1	Q6PAJ1
Q6PAJ1	XP_038955099
Q6PAJ1	P11274
Q15650	Q15650
Q15650	Q9QXN3
Q6DTM3	Q6DTM3
Q6DTM3	Q8K3E5
P26010	P26010
P26010	P26011
P22858	P22858
P22858	P12272
Q96HE7	Q96HE7
Q96HE7	Q8R180
Q96HE7	Q86YB8
Q96HE7	Q8R2E9
Q9NP99	Q9NP99
Q9JKE2	Q9JKE2
Q5SV85	Q5SV85
Q5SV85	Q9JKC9
Q5SV85	Q9UMZ2
Q8WYK0	Q8WYK0
Q8WYK0	Q9DBK0
Q96CV9	Q96CV9
Q96CV9	Q8K3K8
Q96CV9	Q8R5M4
Q99996	Q99996
Q99996	Q70FJ1
Q62771	Q62771
Q62771	P42230
Q62771	P42231
Q62771	P52632
Q62771	P42232
Q62771	P42229
Q62771	P51692
Q9JMH7	Q9JMH7
Q9JMH7	Q9UQ49
P51149	P51149
P51149	P09527
P51149	P51150
P49023-3	P49023-3
P49023-3	Q66H76
P49023-3	Q8VI36
P49023-3	P49023-2
P49023-3	Q8VI36-2
P49023-3	P49023
P49023-3	P49024
P49023-3	F1MFD1
Q6W2J9	Q6W2J9
Q6W2J9	Q8CGN4
Q6W2J9	Q8CGN4-3
Q6W2J9	Q8CGN4-4
Q6W2J9	D4A2J9
Q8BGV9	Q8BGV9
Q8BGV9	Q86TL0
P34884	P34884
P34884	P14174
P34884	P30904
O89110	O89110
O89110	Q9JHX4
O89110	Q14790-4
O89110	Q14790
O89110	Q14790-9
P21784	P21784
P21784	P55895
Q62132-2	Q62132-2
D3ZJT6	D3ZJT6
D3ZJT6	Q01664
D3ZJT6	Q9JIZ5
P13010	P13010
P13010	P27641
Q07303	Q07303
Q07303	P14753
Q07303	P19235
O35488	O35488
O35488	O14975
Q9CZR8	Q9CZR8
Q9CZR8	P43897
P78406	P78406
P78406	Q8C570
Q9Z0N1	Q9Z0N1
Q9Z0N1	P41091
Q9Y230	Q9Y230
Q9Y230	Q9WTM5
P97414	P97414
P97414	P51787
Q9Y5B8	Q9Y5B8
Q9Y5B8	Q9QXL8
P27784	P27784
P27784	P51670
Q16795	Q16795
Q16795	Q9DC69
O88741	O88741
O88741	Q8TB36
Q920R2	Q920R2
Q920R2	Q9BY84
Q920R2	D4A3W6
Q15149	Q15149
Q15149	Q15149-4
Q15149	Q15149-6
Q15149	Q15149-2
Q15149	Q15149-9
Q15149	P30427
Q15149	Q9QXS1-3
Q15149	P30427-2
Q15149	E1BF59
Q15149	Q9QXS1-6
Q15149	Q9QXS1
Q9JIM0	Q9JIM0
Q9JIM0	Q61216
Q9JIM0	P49959
P13721	P13721
P13721	Q64685
P13721	P15907
Q62137	Q62137
Q62137	Q63272
Q62137	P52333
P49810	P49810
P49810	O88777
P49810	Q61144
P49810	P49768
P49810	P49769
P49810	P97887
P49683	P49683
P49683	Q6VMN6
Q8VHQ2	Q8VHQ2
Q8VHQ2	O14512
P30987	P30987
P30987	P21731
D4ABZ7	D4ABZ7
P51681	P51681
P51681	O08556
P51681	P51682
P51681	P51675
P51681	P32246
P51681	P51678
P51681	Q9JLY8
A9Q751	A9Q751
A9Q751	Q4G0U5
Q8K4G5	Q8K4G5
Q6UVK1	Q6UVK1
Q6UVK1	Q8VHY0
Q6UVK1	Q00657
P25445	P25445
Q86YT6	Q86YT6
Q86YT6	Q80SY4
P14778	P14778
P14778	P13504
Q9BQQ3	Q9BQQ3
Q9BQQ3	Q2YDP4
Q9BQQ3	Q91X51
Q9BQQ3	O35254
O00443	O00443
O00443	D3ZTF6
O00443	Q61194
Q8R1F1	Q8R1F1
Q8R1F1	Q96TA1
Q8R1F1	B4F7E8
P81269	P81269
P81269	P18846
P35343	P35343
P35343	P25025
P04035	P04035
P04035	P51639
P04035	Q01237
P04035	P09610
P04035	Q1W675
P01137	P01137
P01137	P04202
Q8IUX4	Q8IUX4
Q8IUX4	Q96AK3
Q8IUX4	Q9UH17
Q8IUX4	Q9HC16
P50396	P50396
P50396	Q61598
P50396	P50395
P50396	P31150
P50396	P50398
P50396	P50399
P48552	P48552
P48552	Q8CBD1
O60645	O60645
P24270	P24270
P24270	P04762
P24270	P04040
Q96GD4	Q96GD4
Q96GD4	Q9N0X0
Q96GD4	O55099
Q96GD4	O70126
P01131	P01131
Q9EQR5	Q9EQR5
Q96DF8	Q96DF8
Q96DF8	O70279
Q96DF8	Q5EB95
P17022	P17022
P17022	Q810A1
Q9P299	Q9P299
O43772	O43772
O43772	Q9Z2Z6
Q9UKJ1	Q9UKJ1
Q08380	Q08380
Q9D2G5	Q9D2G5
Q9D2G5	O15056
Q9NXR7	Q9NXR7
Q9NXR7	Q8K3W0
Q9NXR7	Q9NXR7-4
Q9NXR7	Q6P7Q1
Q9NXR7	Q9NXR7-3
P48428	P48428
P48428	O75347
Q12791	Q12791
Q12791	Q08460
Q12791	Q28204
Q12791	Q62976
Q12791	Q08460-2
Q12791	Q08460-4
Q12791	Q08460-5
Q12791	Q28265
Q12791	Q12791-2
Q12791	Q8AYS8
Q9Y265	Q9Y265
Q9Y265	P60122
Q14209	Q14209
Q14209	P56931
O55187	O55187
O55187	O00257
P40222	P40222
P40222	Q6PAM1
Q16281	Q16281
Q16281	Q00194
Q16281	Q9JJZ8
Q16281	Q16280
Q16281	P29973
Q16281	P29974
Q9CQ80	Q9CQ80
Q9CQ80	Q9BRG1
Q14435	Q14435
Q14435	P70419
O00471	O00471
O00471	P97878
O00471	Q3TPX4
Q15025	Q15025
Q15025	Q9WUU8
P35523	P35523
P35523	Q64347
P35523	P35524
Q7L5N1	Q7L5N1
Q7L5N1	D3ZI16
P46059	P46059
O75319	O75319
O89079	O89079
O89079	O14579
Q9QZ88	Q9QZ88
Q9QZ88	Q9UBQ0
Q9UKX7	Q9UKX7
Q9UKX7	Q9JIH2
Q9UKX7	O08587
Q9UKX7	Q3V2K7
Q6ZQM0	Q6ZQM0
Q6ZQM0	Q8WZ73
Q6ZQM0	Q3UCG9
Q6ZQM0	Q8CIN9
Q9HD67	Q9HD67
Q9HD67	F8VQB6
Q9HD67	D3ZJP6
Q9NRA8	Q9NRA8
Q9NRA8	Q9EST3
Q9NRA8	D4ACF1
Q96RI0	Q96RI0
Q96RI0	O88634
P98164	P98164
P98164	A2ARV4
P98164	P98158
Q99N15	Q99N15
Q99N15	Q99714
Q99N15	O08756
Q99N15	XP_003135174
Q5BMA6	Q5BMA6
Q5BMA6	Q8R4H2
Q5BMA6	Q9NZN5
Q5BMA6	Q9NZN5-2
Q6AZ28	Q6AZ28
Q6AZ28	Q8C5D8
Q6AZ28	O75928
Q9Z0Z7	Q9Z0Z7
Q9Z0Z7	Q13887
Q9P2A4	Q9P2A4
Q9P2A4	Q8BYZ1
Q9P2A4	Q6AYC6
Q14914	Q14914
Q9HC21	Q9HC21
Q9Z1B8	Q9Z1B8
Q9Z1B8	O43189
Q9Z1B8	Q6MGC9
O88531	O88531
O88531	P50897
Q13616	Q13616
P29459	P29459
P35900	P35900
P35900	Q9D312
P35900	P25030
O08917	O08917
O08917	O75955
O08917	Q9Z1E1
Q9Y624	Q9Y624
Q9Y624	O88792
Q9Y624	Q9JHY1
P49962	P49962
P49962	P49458
Q9QZ11	Q9QZ11
Q9QZ11	Q9UQ84
F6ZDS4	F6ZDS4
F6ZDS4	P12270
F6ZDS4	F1MA98
Q8BJW7	Q8BJW7
Q8BJW7	Q96AY2
P14324	P14324
P56915	P56915
Q8C4U3	Q8C4U3
Q8C4U3	Q9WU66
Q8C4U3	Q5T4F7
Q9GZP0	Q9GZP0
Q3LI66	Q3LI66
Q9NV35	Q9NV35
Q9NV35	Q8BG93
O43818	O43818
O43818	Q91WM3
O43818	XP_343470
Q13356	Q13356
Q13356	Q9D787
Q13356	Q13356-2
P05019	P05019
Q61730	Q61730
Q61730	Q9NPH3
Q9Y4L1	Q9Y4L1
Q9Y4L1	Q9JKR6
Q9D6X5	Q9D6X5
Q9D6X5	Q9NQ40
Q9D6X5	Q4FZU9
Q8CFK2	Q8CFK2
Q8CFK2	Q92994
Q8CFK2	D4A8W8
Q9NW08	Q9NW08
Q92765	Q92765
P30679	P30679
P30679	P30678
P30679	P50148
P30679	O95837
P30679	P30677
P30679	P21279
P30679	P21278
P30679	P29992
P30679	Q9JID2
Q8R059	Q8R059
Q8R059	Q14376
Q00577	Q00577
Q00577	P42669
Q00577	XP_001063244
O43918	O43918
O43918	Q9Z0E3
Q99JX7	Q99JX7
Q99JX7	Q9GZY0
Q99JX7	Q9UBU9
Q8K1A6	Q8K1A6
Q8K1A6	Q6P1N0
Q8K1A6	Q66HA5
P63165	P63165
P63165	P63166
P63165	Q5I0H3
P20138	P20138
Q921M3	Q921M3
Q921M3	Q15393
Q6PDZ2	Q6PDZ2
Q6PDZ2	Q15572
O00339	O00339
O43182	O43182
O43182	O54834
P40692	P40692
P40692	Q9JK91
P35548	P35548
P35548	Q03358
Q13519	Q13519
Q13519	Q64387
O35841	O35841
O35841	Q9BZZ5
O35841	Q9BZZ5-2
O35841	B1WC49
Q99MP8	Q99MP8
Q99MP8	Q7Z569
P33174	P33174
P33174	O95239
P33174	Q2VIQ3
P33174	E9PSJ3
P33174	ENSMUSP00000131874
O88491	O88491
O88491	Q96L73
Q9UPA5	Q9UPA5
Q9UPA5	O88778
Q9UPA5	O88737
Q92673	Q92673
Q92673	O88307
O70361	O70361
O70361	P56645
P60521	P60521
P60521	P60520
P60521	Q9H0R8
P60521	O95166
P13640	P13640
P13640	P02802
P13640	P80294
P13640	P02798
P13640	P02795
P13640	P04732
P13640	P02803
P13640	P07438
P13640	P80297
P13640	P28184
P13640	P13640-2
P13640	Q8N339
P13640	P04733
Q61762	Q61762
Q61762	P22460
Q9JJT9	Q9JJT9
Q9JJT9	Q63068
Q9JJT9	Q9H814
Q80T21	Q80T21
Q80T21	Q6UY14
P25788	P25788
P25788	O70435
P25788	P18422
P70677	P70677
P70677	P42574
Q9UPY5	Q9UPY5
Q9UPY5	Q9WTR6
Q9UPY5	D4ADU2
P50502	P50502
P50502	Q99L47
O75771	O75771
Q8VC66	Q8VC66
Q8VC66	Q9Y2D8
Q8VC66	Q8CGZ2
Q76I76	Q76I76
Q76I76	Q5SW75
Q76I76	NP_001100494
P57016	P57016
P57016	G3V779
P57016	O00515
Q3THK3	Q3THK3
Q3THK3	Q6AY96
Q3THK3	P35269
Q8WWT9	Q8WWT9
P97480	P97480
Q9UMX1	Q9UMX1
Q9UMX1	Q9Z0P7
Q6DYE8	Q6DYE8
Q6DYE8	P97675
Q6DYE8	O14638
O60488	O60488
O60488	Q9QUJ7
O60488	Q9CZW4
O60488	O95573
Q8BRH4	Q8BRH4
Q8BRH4	Q8NEZ4
Q9UBU8	Q9UBU8
Q9UBU8	P60762
P78540	P78540
P78540	O08691
P78540	Q61176
P78540	P05089
P78540	P07824
P07911	P07911
P07911	Q91X17
P53990	P53990
P53990	Q9CX00
P53990	Q568Z6
P53990	P53990-2
Q04446	Q04446
Q04446	Q9D6Y9
Q15427	Q15427
Q15427	Q8QZY9
Q63495	Q63495
Q63495	Q62151
Q63495	Q15109
Q06210	Q06210
Q06210	Q9Z2Z9
Q06210	O94808
Q06210	P82808
Q06210	P47856
Q06210	Q06210-2
Q06210	P47856-2
Q8K1K1	Q8K1K1
Q8K1K1	P57678
Q9UPX8-4	Q9UPX8-4
Q9UPX8-4	NP_597684
Q9UPX8-4	NP_001074839
Q8VIM5	Q8VIM5
Q8VIM5	Q8IZQ8
Q9JHD1	Q9JHD1
Q9JHD1	Q92831
Q9JHD1	Q9JHD2
Q9JHD1	Q92830
Q9UBQ7	Q9UBQ7
Q9UBQ7	B0BN46
P40424	P40424
P40424	O35984
P40424	P40425
P40424	Q6MG87
P40424	P40426
P40424	O35317
Q9R1P0	Q9R1P0
Q9R1P0	P25789
P97370	P97370
P97370	P54709
P31213	P31213
P63005	P63005
P63005	P43034
Q9CQE0	Q9CQE0
Q9CQE0	Q8WVD3
Q99689	Q99689
Q99689	Q8K0X8
Q99689	P97577
P34914	P34914
P34914	P34913
Q8N2W9	Q8N2W9
Q8IUD2	Q8IUD2
Q8IUD2	Q99MI1
P17980	P17980
P17980	O88685
Q15583	Q15583
P49821	P49821
P49821	Q91YT0
O70306	O70306
O70306	Q96SF7
O70306	O95935
O70306	Q9EPZ6
Q86V81	Q86V81
Q86V81	O08583
Q86V81	ENSRNOP00000051839
Q5PSV9	Q5PSV9
Q8TF17-3	Q8TF17-3
Q8IWV1	Q8IWV1
Q8IWV1	Q5FVQ5
Q8IWV1	Q8BHB3
Q9UEU0	Q9UEU0
Q9UEU0	O88384
P37217	P37217
P37217	Q07108
Q64281	Q64281
Q91VD9	Q91VD9
Q91VD9	Q66HF1
Q91VD9	P28331
Q9R1P4	Q9R1P4
Q9R1P4	P25786
P70270	P70270
P70270	Q92698
Q9Z1G3	Q9Z1G3
Q9Z1G3	P21283
Q01081	Q01081
Q01081	Q9D883
Q01081	Q3KR55
Q01081	Q8WU68
Q01081	Q8BGJ9
Q9JIL4	Q9JIL4
Q9JIL4	Q5T2W1
Q9JIL4	Q9JJ40
P19823	P19823
P19823	Q61703
P63015	P63015
P63015	P26367
P63015	P26367-2
P61202	P61202
P61202	P61201
Q8IYB4	Q8IYB4
Q8IYB4	Q8C437
Q8IYB4	Q925N3
Q9QXE7	Q9QXE7
Q9QXE7	Q9BZK7
Q9QXE7	O60907
Q9QXE7	Q8BHJ5
Q9QXE7	Q9BQ87
Q99973	Q99973
Q99973	O08653
Q99973	P97499
Q53GA4	Q53GA4
Q9WUK4	Q9WUK4
Q9WUK4	P35250
O15120	O15120
O15120	Q8K3K7
P40938	P40938
P40938	Q8R323
Q13148	Q13148
Q13148	Q921F2
Q10567	Q10567
Q10567	Q9DBG3
Q10567	P63010
Q10567	O35643
Q10567	P52303
Q10567	P62944
Q9HBF4	Q9HBF4
Q9HBF4	Q810J8
Q16352	Q16352
Q16352	P46660
Q16352	P23565
P37198	P37198
P37198	P17955
P37198	Q63850
Q9CR59	Q9CR59
Q9CR59	Q8TAE8
Q9CR59	Q5XJW2
Q96RQ9	Q96RQ9
Q15672	Q15672
Q15672	P26687
Q15672	Q9EPJ1
P31645	P31645
O35182	O35182
O35182	O43541
Q60584	Q60584
Q60584	Q9UKT8
O35250	O35250
O35250	O54922
O35250	Q9UPT5
Q969S2	Q969S2
P41164	P41164
P41164	P50549
P41164	P41161
P41164	Q9CXC9
P41164	E9PTJ2
P41164	P43268
P41164	P28322
P70434	P70434
P70434	Q92985
P70434	Q92985-4
Q9Z1B5	Q9Z1B5
Q9Z1B5	Q13257
P35550	P35550
P35550	P22087
P35550	Q80WS3
P35550	P22509
O35253	O35253
O35253	O15105
Q9CZ28	Q9CZ28
Q9CZ28	Q96H20
Q9DB77	Q9DB77
Q9DB77	P22695
Q9DB77	P32551
Q9DB77	XP_003124603
Q8N428	Q8N428
Q8N428	Q10471
P05156	P05156
P05156	Q61129
P05156	Q9WUW3
O15519	O15519
O15519	O35732
Q9R064	Q9R064
Q9R064	Q9H8Y8
Q9R064	Q99JX3
Q9R064	F1MSB5
Q64535	Q64535
Q64535	Q64446
Q64535	P35670
Q64535	Q04656
Q64535	P70705
Q64535	Q64430
Q64535	P49015
Q9BUB5-2	Q9BUB5-2
Q9BUB5-2	Q9BUB5
Q9BUB5-2	O08605
Q8NG27	Q8NG27
Q969V6	Q969V6
Q969V6	F1LV40
Q969V6	Q8K4J6
Q91WG5	Q91WG5
Q91WG5	Q9UGJ0
B1AZI6	B1AZI6
B1AZI6	Q8NI27
B1AZI6	NP_001178685
E9Q4X2	E9Q4X2
E9Q4X2	Q9NYU1
E9Q4X2	ENSRNOP00000048127
E9Q4X2	Q9JLA3
E9Q4X2	Q6P5E4
E9Q4X2	Q9NYU2
P27786	P27786
P27786	P05093
P02772	P02772
P02772	P02771
Q9NYW2	Q9NYW2
Q9HAV4	Q9HAV4
Q9HAV4	Q924C1
