Q9HBQ8	Q9HBQ8
Q9P299	Q9P299
Q9P299	P61924
Q9P299	P61923
Q9P299	D4ADP9
Q9P299	D4A8T3
Q9P299	P61923-4
Q9P299	Q9JHH9
Q6NXI6	Q6NXI6
Q6NXI6	Q6NXI6-2
Q6NXI6	EDL85685
Q6NXI6	Q5VT52-5
Q6NXI6	E1BK49
Q6NXI6	Q5VT52-2
Q6NXI6	Q5VT52-3
Q6NXI6	Q5VT52
O00622	O00622
O00622	P18406
O00622	Q9ES72
O00622	P48745
O00622	Q9QZQ5
O00622	Q64299
O00622	O95388
O00622	O54775
O00622	O95388-5
O00622	Q99PP0
O00622	Q9Z0G4
O00622	O76076
O00622	Q9JHC6
O00622	D3Z5L9
O00622	O95389
O00622	P29279
O00622	P29268
O00622	Q9R1E9
P0C024	P0C024
P0C024	Q99P30
P0C024	Q8WV74
P0C024	Q9CR24
P0C024	NP_001387779
Q61010	Q61010
Q61010	Q86Y01
Q61010	G3V658
Q61010	Q8R3P2
Q61010	Q9Y2E6
Q61010	Q6PDK8
Q61010	Q86UW9
Q61010	Q86UW9-2
Q9H607	Q9H607
Q9H607	Q8VCR9
Q9NU53	Q9NU53
Q9NU53	Q91WR6
Q9H6D8	Q9H6D8
Q9H6D8	Q3TR08
Q9H6D8	Q8NAU1
Q9H6D8	Q8K3V5
Q9H6D8	Q8K4Z2
D4AE81	D4AE81
D4AE81	Q148U4
XP_236367	XP_236367
XP_236367	Q9Y4G6
XP_236367	E9PUM4
XP_236367	Q71LX4
XP_236367	G3V852
XP_236367	P26039
XP_236367	Q9Y490
Q9D7P9	Q9D7P9
Q9D7P9	Q96P63
Q9D7P9	Q8K1K6
Q9D7P9	Q8K3K4
Q9D7P9	P48595
Q9D7P9	Q9CQV3
Q9D7P9	Q96P15
Q9D7P9	P50453
Q9D7P9	D4A392
Q9D7P9	Q6AYF8
Q9D7P9	O75830
Q9D7P9	Q9JK88
Q9D7P9	P35237
Q9D7P9	Q8VHP7
Q9D7P9	XP_225268
Q9D7P9	Q4G075
Q9D7P9	Q9D154
Q9D7P9	P30740
Q9D7P9	Q5SV42
Q9D7P9	O75635
Q9D7P9	Q9D695
Q9D7P9	Q9UIV8
Q9D7P9	Q8CDC0
Q9D7P9	Q3UWK8
Q9D7P9	P22777
Q9D7P9	P05121
Q9D7P9	P20961
Q5JT82	Q5JT82
Q5JT82	Q8CFA7
Q9P127	Q9P127
Q9BXM9	Q9BXM9
Q9BXM9	XP_002726574
Q9BXM9	Q8BYN5
Q9BXM9	Q9BXM9-2
Q9BXM9	Q9BXM9-3
Q9BXM9	Q7TPM6
Q9BXM9	Q9BTV5
Q96FI4	Q96FI4
Q96FI4	Q4KLM0
Q96FI4	Q8K4Q6
Q9GZU2	Q9GZU2
Q9GZU2	Q3URU2
Q9GZU2	D4AB33
Q9GZU2	Q9H7X3
Q9GZU2	Q9NZV7
Q9GZU2	Q6ZS27
Q9GZU2	O43296
Q9GZU2	Q14592
Q8TCN5	Q8TCN5
Q8TCN5	D3ZYC1
Q8TCN5	Q6ZPY5
Q9H1U4	Q9H1U4
Q9H1U4	Q8BH27
A6NI15	A6NI15
A6NI15	Q9JK54
Q7Z5W3	Q7Z5W3
Q7Z5W3	D4ABH7
Q7Z5W3	Q91YP1
Q9D496	Q9D496
Q8TAT2	Q8TAT2
Q8TAT2	Q1HCM0
Q86WT6	Q86WT6
Q86WT6	Q5BK82
Q86WT6	Q80X56
Q86WT6	Q80V85
Q86WT6	Q9BVG3
Q7TSN6	Q7TSN6
Q7TSN6	Q7TSN5
Q7TSN6	Q8TDV0
Q14641	Q14641
Q96LK8	Q96LK8
Q96LK8	Q66H17
Q96LK8	Q8C5V0
Q8N4C7	Q8N4C7
Q8N4C7	Q8R1Q0
Q8N4C7	O75558
Q8N4C7	Q9D3G5
Q8N4C7	A0A0G2K516
Q5RL51	Q5RL51
Q5RL51	NP_001381942
Q5RL51	Q8NEC7
A8MVS5	A8MVS5
A8MVS5	Q75VT8
P0DPD9-2	P0DPD9-2
P0DPD9-2	P0DPE0
P0DPD9-2	B2RQR8
P0DPD9-2	P0DPD6
P0DPD9-2	P0DPD9
P0DPD9-2	P0DPD8
P0DPD9-2	D4ADU7
P0DPD9-2	P0DPD7
P0DPD9-2	Q9JHL3
P0DPD9-2	Q9JMI0
P0DPD9-2	O95672
P0DPD9-2	Q61391
P0DPD9-2	P08473
P0DPD9-2	P07861
P0DPD9-2	O35812
P0DPD9-2	P70669
P0DPD9-2	P78562
P0DPD9-2	P42892
P0DPD9-2	P42893
P0DPD9-2	Q4PZA2-2
P0DPD9-2	Q4PZA2
P0DPD9-2	P42892-3
P0DPD9-2	ENSRNOP00000002335
P0DPD9-2	Q495T6
P0DPD9-2	P0C1T0
P0DPD9-2	Q9JLI3
P0DPD9-2	P23276
P0DPD9-2	Q9EQF2
P0DPD9-2	F1M761
P0DPD9-2	A8MUP2
Q80W69	Q80W69
Q80W69	A8MTZ7
XP_001080205	XP_001080205
XP_001080205	Q7RTU9
XP_001080205	Q8VIM6
XP_001080205	A6NGW2
Q3U1C6	Q3U1C6
Q3U1C6	Q17R31-4
Q3U1C6	Q17R31-3
Q3U1C6	NP_001099457
Q3U1C6	Q17R31
Q8R205	Q8R205
Q8R205	Q96K80
XP_001078893	XP_001078893
Q9NY26	Q9NY26
Q9NY26	Q9QZ03
Q9NY26	B5DEF5
Q9NY26	Q9NP94
Q9NY26	G3X943
Q9NY26	Q99K24
Q9NY26	Q9BRY0-2
Q9NY26	Q5U1X7
Q9NY26	Q9BRY0
Q8IZF5	Q8IZF5
Q8IZF5	Q8IZF5-2
Q8IZF5	Q58Y75
Q60908	Q60908
Q86VL8	Q86VL8
Q86VL8	Q96FL8-3
Q86VL8	Q5I0E9
Q86VL8	Q96FL8
Q86VL8	Q8K0H1
Q09TK9	Q09TK9
Q09TK9	P0C7L1
Q09TK9	Q6IE46
Q09TK9	Q6IE38
Q09TK9	B9EJP9
Q8C4E9	Q8C4E9
Q8C4E9	Q8BGN5
Q8C4E9	Q6P499
Q8C4E9	Q9H841
Q8C4E9	Q9H841-1
Q8C4E9	Q91WC7
Q3TBT3-2	Q3TBT3-2
Q3TBT3-2	Q3TBT3
Q3TBT3-2	Q86WV6
Q3TBT3-2	F1M391
Q3TBT3-2	A0A3G1PSE3
Q8IZS6	Q8IZS6
Q8IZS6	P11985
Q3YBR2	Q3YBR2
Q3YBR2	Q5PQK8
Q3YBR2	Q3YBR2-2
Q3YBR2	Q3UB74
Q6PD05	Q6PD05
Q6PD05	O75541
Q5JQF7	Q5JQF7
Q9CZX5	Q9CZX5
Q9CZX5	Q96BK5
Q9CZX5	A4L691
Q86UG4	Q86UG4
Q86UG4	Q86UG4-2
Q86UG4	Q8C0X7
Q86UG4	XP_914124
Q99PL6	Q99PL6
Q99PL6	NP_001102282
Q99PL6	Q9BZV1
Q8R4I7	Q8R4I7
Q8R4I7	Q8TDF5
Q8R4I7	D4AAD6
Q8R4I7	Q8NC67
Q8R4I7	Q8BNJ6
Q8R4I7	C6K2K4
P27635	P27635
P27635	XP_894815
P27635	Q6ZWV3
P27635	Q6PDV7
P27635	Q96L21
P27635	EDL11387
P27635	P86048
Q61490	Q61490
Q61490	Q13740
Q61490	Q13740-2
Q61490	O35112
Q10836	Q10836
Q10836	Q8K093
Q10836	Q9UKU6
Q10836	Q11011
Q10836	P55786
Q10836	F1M9V7
Q10836	A6NEC2
Q10836	Q6P179
Q10836	Q9NZ08-2
Q10836	Q9JJ22
Q10836	Q9EQH2
Q10836	Q9NZ08
Q10836	P97629
Q10836	Q8C129
Q10836	Q9UIQ6
Q10836	P15144
Q10836	P97449
Q10836	P15684
Q10836	Q6Q4G3
Q10836	Q2KHK3
Q10836	XP_001054995
Q10836	Q07075
Q10836	P50123
Q10836	P16406
Q6S5L8	Q6S5L8
Q6S5L8	Q92529
Q6S5L8	Q92529-2
Q6S5L8	Q61120
Q6S5L8	O70143
Q6S5L8	P29353-6
Q6S5L8	P29353
Q6S5L8	P98083-2
Q6S5L8	Q5M824
Q6S5L8	G3V8S2
Q6S5L8	P29353-3
Q6S5L8	P29353-7
Q6S5L8	P29353-2
Q6S5L8	P98083-3
Q6S5L8	P98083
Q6S5L8	Q6S5L9
Q6S5L8	P98077
Q6S5L8	Q8BMC3
Q6S5L8	O70142
Q12948	Q12948
Q12948	M0RCA0
Q12948	Q61572
Q12948	Q99958
Q12948	Q63246
Q12948	Q61850
Q12948	O60548
Q12948	Q63250
Q12948	Q63251
Q12948	Q61345
Q12948	O35392
Q12948	Q13461
Q12948	Q16676
Q12948	Q9UJU5
Q12948	XP_575873
Q12948	Q61060
Q12948	F1LR72
Q12948	Q3I5G5
Q12948	Q6ZQN5
Q12948	Q9C009
Q12948	Q63244
Q12948	O70220
Q12948	Q5VYV0
Q12948	Q64732
Q12948	Q99853
Q12948	Q64733
Q12948	Q60688
Q12948	XP_001055972
Q12948	Q9NU39
Q12948	Q12950
Q12948	Q5VV16
Q12948	Q3SYB3
Q12948	Q6VB84
Q12948	Q8WXT5
Q12948	P55317
Q12948	P23512
Q12948	P35582
Q12948	Q9Y261-2
Q12948	P32182
Q12948	P35583
Q12948	Q9Y261
Q12948	P32183
Q12948	P35584
Q12948	P55318
Q8BHB3	Q8BHB3
Q8BHB3	Q5FVQ5
Q8BHB3	Q8IWV1
Q9Y4C5	Q9Y4C5
Q9Y4C5	Q80WV3
Q9Y4C5	Q9NS84
Q9Y4C5	Q6XQG8
Q9Y4C5	Q9EP78
Q9Y4C5	O43916
Q9Y4C5	Q5RJQ0
Q9Y4C5	Q9EQC0
Q9Y4C5	Q9R1I1
Q9Y4C5	Q8NCG5
Q9Y4C5	Q9GZS9-2
Q9Y4C5	Q9GZS9
Q9Y4C5	Q9QUP4
Q9Y4C5	Q9GZX3
Q9NX36	Q9NX36
Q9NX36	Q8VCE1
P51489	P51489
P51489	P02699
P51489	P15409
P51489	P08100
P51489	Q63652
P51489	P03999
P51489	P51491
Q8K4G1	Q8K4G1
Q8K4G1	D4A917
Q8K4G1	Q8K4G1-2
Q8K4G1	Q8N2S1
Q8K4G1	Q8N2S1-2
Q8K4G1	Q8N2S1-3
Q5DTW2	Q5DTW2
Q5DTW2	XP_006254272
Q5DTW2	Q9JMD2
Q5DTW2	Q9JMD1
Q5DTW2	Q9UHJ3
Q5DTW2	Q9UHJ3-2
Q5DTW2	Q5VUG0
Q5DTW2	Q969R5
Q5DTW2	P59178
Q5DTW2	Q3MIF2
Q5DTW2	Q969R5-2
Q5DTW2	Q6P5G3
Q5DTW2	Q05BQ5
Q5DTW2	Q05BQ5-2
Q96G75	Q96G75
Q96G75	Q566Q9
Q96G75	Q91YQ7
Q96G75	Q9H871
Q96G75	D3ZWU9
Q96G75	Q80YQ8
P08887	P08887
P08887	P08887-2
P08887	P22273
P08887	P22272
P08887	Q64385
P08887	Q14626
P08887	Q99MF4
Q13332	Q13332
Q13332	Q13332-2
Q13332	Q64605
Q13332	B0V2N1-3
Q13332	B0V2N1
Q13332	P23468
Q13332	P23468-2
Q13332	Q64487
Q13332	P10586
Q13332	A2A8L5
Q13332	P10586-2
Q13332	Q64604
Q13332	P23468-5
Q13332	P23468-7
Q13332	Q92729
Q13332	F1MAG7
Q13332	B1AUH1
Q13332	F1LPJ1
Q13332	Q99M80
Q13332	O14522
Q13332	P35822
Q13332	O14522-1
Q13332	F1LXJ9
Q13332	A5I9F0
Q13332	P28827-2
Q13332	P28828
Q13332	P28827
Q13332	Q15262-4
Q13332	Q15262
Q13332	Q15262-2
Q13332	Q641Z2
Q13332	O35239
Q13332	P43378
Q8BU04	Q8BU04
Q8BU04	Q8N806
Q8BU04	Q642A8
Q8VHE0	Q8VHE0
Q8VHE0	Q9UGP8
Q8VHE0	NP_001101107
O95260	O95260
O95260	O95260-2
O95260	Q9Z2A5
O95260	D4A2N1
F8VQB6	F8VQB6
F8VQB6	Q9HD67
F8VQB6	D3ZJP6
F8VQB6	Q8VCE9
F8VQB6	Q7Z736
F8VQB6	Q3B7L1
F8VQB6	Q7Z736-2
F8VQB6	Q8NEV4
F8VQB6	Q8K3H5
F8VQB6	Q96H55
F8VQB6	D3Z8I9
F8VQB6	Q96H55-3
F8VQB6	Q96H55-4
F8VQB6	Q96H55-2
F8VQB6	Q5SV80
Q9JMB0	Q9JMB0
Q9JMB0	Q5VSY0
Q9JMB0	Q5XIG5
Q9ET39	Q9ET39
Q9ET39	Q9ET39-2
Q9ET39	D4A6B3
Q9ET39	Q96DU3
Q9ET39	Q96DU3-2
O00255	O00255
O00255	O00255-2
O00255	Q9WVR8
O00255	O88559
P56695	P56695
P56695	O76024
P56695	Q9JLT5
O43502	O43502
O43502	O43502-2
O43502	Q924H5
O43502	G3V6U0
O43502	Q14565
O43502	Q61880
O43502	Q08297
O43502	Q06609
O43502	NP_001102674
Q562F6	Q562F6
Q562F6	Q562F6-2
Q562F6	Q7TSY8
Q562F6	J3QMK1
Q562F6	NP_001258120
O95433	O95433
O95433	B0BN63
O95433	Q8BK64
O95433	A0A0G2K7W5
O95433	Q8N9S3
O95433	Q719I0
Q6P6C2-1	Q6P6C2-1
Q6P6C2-1	Q6P6C2-3
Q6P6C2-1	Q3TSG4
Q6P6C2-1	Q6P6C2-2
Q6P6C2-1	D3ZKD3
Q6P6C2-1	Q6P6C2
F2Z3M2	F2Z3M2
O09133	O09133
O09133	Q61900
O09133	O35985
O09133	O35979
Q8VDU3	Q8VDU3
Q8VDU3	Q8C7I4
P0C7P4	P0C7P4
P0C7P4	Q9CR68
P0C7P4	P13272
P0C7P4	P47985
P0C7P4	P20788
Q4KLH7	Q4KLH7
Q4KLH7	O60216
Q4KLH7	Q61550
Q4KLH7	Q9H4I0
Q4KLH7	D4ADQ7
Q4KLH7	A2AU37
Q6RUT7	Q6RUT7
Q6RUT7	D4ACY1
Q6RUT7	Q4G0I0
Q6RUT7	Q1ECT8
O94854-4	O94854-4
O94854-4	NP_001278312
C9JSJ3	C9JSJ3
C9JSJ3	A0A5K7RLP0
A4PES2	A4PES2
A4PES2	Q9BZB8
A4PES2	P70166
A4PES2	P0C279
D3Z8Q7	D3Z8Q7
D3Z8Q7	Q9Y3D0
D3Z8Q7	Q9D187
D3Z8Q7	Q9H5X1
D3Z8Q7	Q9DCL2
D3Z8Q7	Q5RJS3
Q9NW68-3	Q9NW68-3
Q9NW68-3	Q9NW68-2
Q9NW68-3	Q9NW68-4
Q9NW68-3	Q9NW68-7
Q9NW68-3	Q9NW68-8
Q9NW68-3	Q9NW68-9
Q9NW68-3	Q9NW68
Q9NW68-3	Q80Y55
Q9NW68-3	D4A3M7
A0A2R8Y2Y2	A0A2R8Y2Y2
Q5SNV9-2	Q5SNV9-2
Q5SNV9-2	Q5SNV9
Q5SNV9-2	XP_006239481
Q9BTE6-3	Q9BTE6-3
Q9BTE6-3	Q9BTE6-2
Q9BTE6-3	Q3THG9
Q9BTE6-3	A2A4P3
Q9BTE6-3	Q5XI97
Q9BTE6-3	Q9BTE6
Q9BTE6-3	E9PB15
Q9BTE6-3	A2A4P5
Q9BTE6-3	Q9D9A7
Q9BTE6-3	P83868
Q9BTE6-3	Q9R0Q7
Q9BTE6-3	Q15185
Q9BTE6-3	B4DP11
Q9BTE6-3	D3Z7C6
A0A494BZU4	A0A494BZU4
P0DW81	P0DW81
D3ZMP6	D3ZMP6
D3ZMP6	Q9NPE3
D3ZMP6	Q9CQS2
P03420	P03420
F1LTD0	F1LTD0
F1LTD0	B7ZAQ6
F1LTD0	Q8BS95
F1LTD0	P0CG08
M0RDU0	M0RDU0
M0RDU0	P23610
M0RDU0	Q00558
M0RCA3	M0RCA3
M0RCA3	Q9DB43
M0RCA3	O95159
D3ZHD3	D3ZHD3
D3ZHD3	P0DJE0
D3ZHD3	P0DJ07
Q6ZWK4	Q6ZWK4
Q69YG0	Q69YG0
Q69YG0	Q9CR22
Q8K215	Q8K215
Q8K215	Q9HD34
Q8K215	D3ZYM7
O14683	O14683
O14683	Q4QQM4
O14683	B3DMA0
Q9CR21	Q9CR21
Q9CR21	O14561
Q9CR21	D3ZF13
XP_220442	XP_220442
Q9H2W1	Q9H2W1
Q9H2W1	Q96DS6
Q9H2W1	Q99N07
Q9H2W1	Q99N09
Q9H2W1	Q99N08
Q9H2W1	Q9GZW8
Q9H2W1	Q9D2W6
NP_001101452	NP_001101452
NP_001101452	A2A791
NP_001101452	XP_224241
NP_001101452	Q9CU65
NP_001101452	Q9UBW7
NP_001101452	NP_001102151
NP_001101452	Q8BS54
NP_001101452	Q5VZL5
NP_001101452	Q5VZL5-2
NP_001101452	O95789
NP_001101452	Q9JLM4
NP_001101452	E9PTE5
NP_001101452	Q14202
NP_001101452	Q14202-2
A6NGG8	A6NGG8
A6NGG8	Q6PAC4
A6NC05	A6NC05
A6NC05	A6NC05-2
Q6Q795	Q6Q795
NP_001099823	NP_001099823
NP_001099823	Q91X78
NP_001099823	O75477
NP_001099823	Q8BFZ9
NP_001099823	O94905
NP_001099823	B5DEH2
Q96KN2	Q96KN2
Q96KN2	Q9D1A2
Q96KN2	Q96KP4
Q96KN2	Q6Q0N1
Q96KN2	Q8BUG2
Q96KN2	Q66HG3
Q8N9I5	Q8N9I5
Q8N9I5	Q80UG1
Q9H9A7	Q9H9A7
Q9H9A7	Q9D4G9
Q9H9A7	D3ZHX4
Q8IZT6	Q8IZT6
Q8IZT6	Q8IZT6-2
Q8IZT6	D3ZZQ1
Q8IZT6	Q8CJ27
Q60779	Q60779
Q60779	O95995
Q60779	Q499U4
P54071	P54071
P54071	P48735
P54071	P56574
P54071	P41562
P54071	O88844
P54071	O75874
P00751	P00751
P00751	P04186
P00751	P21180
P00751	P06681
P00751	P06681-2
P56857	P56857
P56857	P56856
P56857	P56856-2
P56857	Q5I0E5
P56857	Q9Z262
P56857	B4F7F0
P56857	O35054
P56857	Q5XIT8
P56857	Q9Z0S6
P56857	P78369
P56857	P56746
P56857	Q9Z0S5
P56857	D3ZQJ0
P56857	Q9ET38
P56857	Q9Z1L1
P56857	Q9Z261
P56857	Q5QT56
P56857	Q8N6F1
P56857	Q5ZMG2
P56857	P56745
P56857	O88551
P56857	O95832
P56857	O95471
P56857	O15551
P56857	Q9Z0G9
P56857	O14493
P56857	Q63400
P56857	P56747
P56857	Q9Z0S7
P56857	O95484
P56857	Q9JKD6
P56857	O54942
P56857	O00501
P56857	Q9Z0S4
P56857	Q5BJQ1
P56857	Q9Z0S3
P56857	O95500
P56857	Q9Z260
P56857	P56750
P56857	Q499Q7
P56857	Q8BXA6
P56857	P56748
P56857	P56880
P56857	O88552
P56857	P57739
P56857	C9JDP6
P56857	Q8N7P3
P56857	Q9D7U6
P56857	A6NM45
Q99J72	Q99J72
Q99J72	P60705
Q99J72	Q99J72-3
Q99J72	Q99J72-4
Q99J72	Q99J72-2
Q99J72	P41238
Q99J72	P51908
Q99J72	P38483
Q99J72	Q96AK3
Q99J72	Q9NRW3
Q99J72	Q8IUX4
Q99J72	Q9UH17
Q99J72	P31941
Q99J72	Q9UH17-2
Q99J72	Q9UH17-3
Q99J72	P31941-2
Q99J72	Q9HC16
Q99J72	Q8IUX4-2
Q99J72	Q8IUX4-3
Q99J72	Q9HC16-3
Q99J72	Q6NTF7
Q99J72	Q6NTF7-2
Q99J72	Q6NTF7-3
Q99J72	Q6NTF7-4
Q99J72	B4F789
Q99J72	Q9Y235
Q99J72	Q9WV35
Q99J72	Q9GZX7
Q99J72	Q9WVE0
Q99J72	Q70AG6
Q8CDA1	Q8CDA1
Q8CDA1	Q9Y2H2
Q8CDA1	D3ZKG7
Q2T9K0	Q2T9K0
Q2T9K0	E9Q4M0
Q61711	Q61711
Q61711	Q28862
Q61711	P21815
Q61711	P13839
Q8CDN6	Q8CDN6
Q8CDN6	O43396
Q8CDN6	Q920J4
O14842	O14842
O14842	Q8K3T4
O14842	Q76JU9
Q4V8K4	Q4V8K4
Q4V8K4	Q9BZJ4
Q4V8K4	Q9D8K8
Q4V8K4	Q8TBP6
Q4V8K4	Q8BGP6
Q4V8K4	Q498U3
Q4V8K4	Q91XD8
Q4V8K4	Q499U1
Q4V8K4	Q96DW6
Q86U10	Q86U10
Q86U10	A0JNU3
Q86U10	O88202
Q16822	Q16822
Q16822	NP_001101847
Q16822	Q9Z2V4
Q16822	P35558
Q16822	Q8BH04
Q16822	P07379
Q9DCQ7	Q9DCQ7
Q5SWZ5	Q5SWZ5
Q5SWZ5	Q6WCQ1-2
Q5SWZ5	Q6WCQ1
Q5SWZ5	Q6WCQ1-3
Q5SWZ5	P97434
Q5SWZ5	Q9ERE6
Q7Z6J9	Q7Z6J9
Q7Z6J9	Q8C2A2
Q7Z6J9	D3ZZT6
Q68CL5	Q68CL5
Q68CL5	Q66JT5
Q68CL5	Q6AXS8
Q96MU5	Q96MU5
Q7Z7F0	Q7Z7F0
Q7Z7F0	Q3TCX3
Q7Z7F0	NP_001386167
Q7Z7F0	Q7Z7F0-2
Q6UX68	Q6UX68
Q6UX68	Q5GH66
Q3V5L5	Q3V5L5
Q3V5L5	Q765H6
Q3V5L5	Q09328
Q3V5L5	Q8R4G6
Q3V5L5	Q08834
Q794H2	Q794H2
Q794H2	Q924R9
Q794H2	Q99457
Q794H2	P51860
Q794H2	Q9ULW6
Q794H2	P28656
Q794H2	Q9Z2G8
Q794H2	P55209
Q794H2	Q99733-2
Q794H2	Q99733
Q794H2	Q5U2Z3
Q794H2	Q78ZA7
Q794H2	Q96NT1
Q794H2	Q9JJF0
Q794H2	Q5PPG6
Q794H2	A6NFF2
Q80UF7	Q80UF7
Q80UF7	Q8IUC6
Q8CIG3	Q8CIG3
Q8CIG3	Q8NB78
Q8CIG3	D3ZP89
P20382	P20382
P20382	P56942
P20382	P14200
P20382	Q16048
P20382	Q9BQD1
Q9QXP0	Q9QXP0
Q9QXP0	Q9UBD6
Q9QXP0	Q7TNN9
Q9QXP0	Q9H310
Q9QXP0	Q8BUX5
Q9QXP0	Q68FT6
Q9QXP0	Q7TNK7
Q9QXP0	Q9QUT0
Q9QXP0	Q02094
Q9QXP0	O88298
Q9QXP0	NP_035400
Q9QXP0	P18577
Q9QXP0	P18577-12
Q9QXP0	Q02161
A6NHG4	A6NHG4
A6NHG4	O35215
A6NHG4	P80254
A6NHG4	P30046
A6NHG4	P34884
A6NHG4	P14174
A6NHG4	P30904
Q9CQA6	Q9CQA6
Q9CQA6	Q96BP2
Q6UXN8	Q6UXN8
Q6UXN8	D4AD02
Q6UXN8	Q8BRU4
Q6UXN8	Q8CJC7
Q6UXN8	Q80ZC8
Q6UXN8	O54707
Q6UXN8	O35778
Q6UXN8	Q13241
Q6UXN8	Q67EQ0
Q6UXN8	Q67DU8
Q6UXN8	Q9Z2H6
Q6UXN8	Q69FH1
Q6UXN8	D3ZWT9
Q6UXN8	Q3U3M9
Q6UXN8	Q9JKF4
Q6UXN8	Q6EIG7
Q6UXN8	Q9QZ15
Q6UXN8	Q7TS58
Q6UXN8	Q9UMR7
Q6UXN8	Q9UMR7-4
Q6UXN8	Q8JZX6
Q6UXN8	E9PT25
Q6UXN8	Q8WTT0
Q8BI41	Q8BI41
Q8BI41	Q5G5D5
Q8BI41	Q9N2K0
Q8BI41	Q9N2J8
Q8BI41	P60508
D3ZB50	D3ZB50
D3ZB50	Q6ZWV7
D3ZB50	P42766
D3ZB50	P17078
XP_001055345	XP_001055345
XP_001055345	P08708
XP_001055345	XP_356811
XP_001055345	P63276
XP_001055345	P04644
Q921Q3	Q921Q3
Q921Q3	Q9BT22
Q921Q3	NP_001101734
Q921Q3	C9J202
E9Q3D4	E9Q3D4
E9Q3D4	Q9BPX1
E9Q3D4	Q92506
E9Q3D4	P50171
E9Q3D4	Q6MGB5
F1M6K4	F1M6K4
F1M6K4	Q96BD5-3
F1M6K4	Q96BD5
F1M6K4	Q6ZPK0
F1M6K4	Q6ZPK0-2
F1M6K4	Q96BD5-2
F1M6K4	Q96EK2
F1M6K4	Q8C966
F1M6K4	Q96EK2-4
Q5I0G3	Q5I0G3
Q5I0G3	Q5F204
O75879	O75879
O75879	Q99JT1
O75879	M0R4L6
Q6P3A1	Q6P3A1
Q6P3A1	H3BQB6
D4A4F4	D4A4F4
D4A4F4	Q61127
D4A4F4	Q15742
D4A4F4	Q61122
D4A4F4	Q62722
D4A4F4	Q13506
Q8K2U2	Q8K2U2
Q8K2U2	Q3KRA9
Q8K2U2	G3V9E2
Q3V188-2	Q3V188-2
Q3V188-2	P21128
Q3V188-2	ENSRNOP00000009416
Q3V188-2	P21128-2
Q3V188-2	Q3V188
B1WBZ6	B1WBZ6
B1WBZ6	Q8C5K5
B1WBZ6	Q8TB03
Q64057	Q64057
Q64057	Q9DBF1
Q64057	P49419
Q64057	P49419-2
Q64057	P49419-4
B0BN82	B0BN82
B0BN82	Q9JJ80
B0BN82	Q9H7B2
Q8R2H5	Q8R2H5
Q8R2H5	O70362
Q8R2H5	P80108
Q8R2H5	P80109
A0A0B4J272	A0A0B4J272
A0A0B4J272	A0A0B4J266
A0A0B4J272	A0A0B4J273
A0A0B4J272	A0A0B4J277
A0A0B4J272	A0A0B4J276
A0A0B4J272	Q5R1I8
A0A0B4J272	A0A0B4J235
A0A0B4J272	A0A0B4J241
A0A0B4J272	A0A0B4J249
Q5M834	Q5M834
Q5M834	Q91WZ8
Q5M834	Q96EV8
Q5M834	Q9BQY9
Q5M834	Q331S7
Q5M834	Q9CRD4
Q9Z142	Q9Z142
Q9Z142	P57088
Q9Z142	Q9CR67
XP_038964526	XP_038964526
XP_038964526	Q7TN75
XP_038964526	Q7TN75-2
XP_038964526	Q86TG7
XP_038964526	Q86TG7-2
P0DPH9	P0DPH9
P0DPH9	A0A1B0GTR3
Q3B8N9	Q3B8N9
Q3B8N9	Q86WA6-2
Q3B8N9	Q8R164
Q3B8N9	Q86WA6
NP_001093972	NP_001093972
NP_001093972	Q9D6Y9
NP_001093972	Q04446
A0JD37	A0JD37
NP_001101665	NP_001101665
NP_001101665	Q9D783
NP_001101665	Q2TBA0
NP_001101665	A2AUC9
NP_001101665	O60662
NP_001101665	Q9ER30
P0C7U9	P0C7U9
Q8NFZ0-2	Q8NFZ0-2
Q8NFZ0-2	Q8K2I9
Q8NFZ0-2	Q8NFZ0
Q8NFZ0-2	F1M298
Q9P0J0-2	Q9P0J0-2
Q9P0J0-2	D3ZE15
Q9P0J0-2	Q9ERS2
Q9P0J0-2	Q9P0J0
P03423	P03423
D3ZPR0	D3ZPR0
D3ZPR0	P55060-3
D3ZPR0	Q9ERK4
D3ZPR0	P55060
A0A0G2K0T8	A0A0G2K0T8
A0A0G2K0T8	B3EWG3
A0A0G2K0T8	B3EWG5
A0A0G2K0T8	Q8CF02
A0A0G2K0T8	B3EWG6
P35722	P35722
P35722	P60761
P35722	Q92686
P35722	Q04940
A2A7P9	A2A7P9
A2A7P9	Q8N300
A2A7P9	Q99LQ4
A2A7P9	Q4KLG3
Q9CQB2	Q9CQB2
Q9CQB2	D3ZM07
Q9CQB2	Q9BUT9
Q9CQB2	B0BN72
Q9CQB2	Q3UGS4
Q9CQB2	C9JLW8
Q9D358	Q9D358
Q9D358	Q9D358-2
Q9D358	Q3SZ94
Q9D358	P41498
Q9D358	P24666
Q9D358	P24666-2
P70297	P70297
P70297	Q92783-2
P70297	Q92783
P70297	NP_001102591
P70297	O75886
P70297	O75886-2
P70297	Q5XHY7
P70297	O88811
Q9H0A0	Q9H0A0
Q9H0A0	D4AEB4
Q9H0A0	Q8K224
P48506	P48506
P48506	P97494
P48506	P19468
Q8VC66	Q8VC66
Q8VC66	Q9Y2D8
Q8VC66	Q9Y2D8-2
Q8VC66	Q8CGZ2
P78540	P78540
P78540	Q61176
P78540	O08691
