P03246	P03246
A6NDX5	Q9EQM3
A6NDX5	P55266
A6NDX5	O75636
A6NDX5	NP_001099758
A6NDX5	Q5XIP0
A6NDX5	Q9ESP5
A6NDX5	D3YZU5
A6NDX5	Q810U4-3
A6NDX5	XP_001054768
A6NDX5	Q9UKC9
A6NDX5	Q8VGP1
A6NDX5	XP_008765225
A6NDX5	Q9R1E6-2
A6NDX5	Q5DX21-2
A6NDX5	O54952
A6NDX5	D3ZPD6
A6NDX5	O35228
A6NDX5	P0C7M6
A6NDX5	B2RXH8
A6NDX5	Q96NS5
A6NDX5	P01876
A6NDX5	P61077-3
A6NDX5	P05556-5
A6NDX5	Q63158
A6NDX5	Q50LG9
A6NDX5	Q06180-2
A6NDX5	P27811
A6NDX5	Q9NR90
A6NDX5	Q9P1W8
A6NDX5	Q60682
A6NDX5	Q8WXG8
A6NDX5	Q6PIV7
A6NDX5	Q8WUA8
A6NDX5	Q9D701
A6NDX5	P61567
A6NDX5	Q96NS8
A6NDX5	Q95460
A6NDX5	Q91ZN1
A6NDX5	D4A6C5
A6NDX5	F1M3L2
A6NDX5	Q80SZ6
A6NDX5	P36860
A6NDX5	Q62765
A6NDX5	P0DH78
A6NDX5	XP_006221388
A6NDX5	D4A8W2
A6NDX5	Q6UX73-2
A6NDX5	D4A015
A6NDX5	P04439_VAR_D140Y
A6NDX5	Q8IZT6-2
A6NDX5	P29534
A6NDX5	Q925S8
A6NDX5	Q6AYD4
A6NDX5	B7ZKU9
A6NDX5	E9PV38
A6NDX5	Q5U2W5
A6NDX5	Q3MIF2
A6NDX5	Q5XI06
A6NDX5	P22105-1
A6NDX5	Q5I0D6
A6NDX5	Q6DN12-4
A6NDX5	F2YMG0
A6NDX5	Q9UMS6
A6NDX5	Q13813-3
A6NDX5	P15533
A6NDX5	D4ADD3
A6NDX5	Q63HR2-4
A6NDX5	A2CG29
A6NDX5	P51676
A6NDX5	Q76IJ9
A6NDX5	Q60900
A6NDX5	Q63625
A6NDX5	Q32Q55
A6NDX5	Q99KE8
A6NDX5	P34152-9
A6NDX5	Q6PDD0
A6NDX5	P02679-2
A6NDX5	Q4VSW4
A6NDX5	P02462-2
A6NDX5	O75815-3
A6NDX5	O14974-2
A6NDX5	Q8CIY2
A6NDX5	Q6XKD3
A6NDX5	P15529-16
A6NDX5	F1M659
A6NDX5	O43390-3
A6NDX5	F1M9Q1
A6NDX5	Q9C0I9-4
A6NDX5	P23497-2
A6NDX5	D3YU02
A6NDX5	P02693
A6NDX5	P00786
A6NDX5	Q9UHC1-2
A6NDX5	Q00537-2
A6NDX5	Q9HBH9-2
A6NDX5	G3V6L1
A6NDX5	NP_001258325
A6NDX5	Q5BK74
A6NDX5	Q64612
A6NDX5	D3ZZN9
A6NDX5	NP_001000475
A6NDX5	M0R432
A6NDX5	D3ZR02
A6NDX5	Q0VB29
A6NDX5	Q91Y01
A6NDX5	D3ZIH5
A6NDX5	Q86U86-8
A6NDX5	F1MAB8
A6NDX5	Q8WX93-3
A6NDX5	O43251-5
A6NDX5	P61077-2
A6NDX5	O15169-2
A6NDX5	Q9UBC3-6
A6NDX5	Q4KLN7
A6NDX5	P00533-2
A6NDX5	Q03112-3
A6NDX5	Q8N5I3-2
A6NDX5	Q9P1U1-2
A6NDX5	Q6P5G3
A6NDX5	P21674
A6NDX5	Q6UN82
A6NDX5	Q9JK66
A6NDX5	D4A0G9
A6NDX5	P06681-2
A6NDX5	Q12955-7
A6NDX5	Q709F0-3
A6NDX5	Q8IWW6-2
A6NDX5	Q86UU1-2
A6NDX5	Q6ZNA4-2
A6NDX5	Q13043-2
A6NDX5	O00141-2
A6NDX5	Q8WUI4-3
A6NDX5	Q96RU3-2
A6NDX5	Q8IVH8-3
A6NDX5	P43686-2
A6NDX5	O75112-4
A6NDX5	Q8R007-2
A6NDX5	P14430
A6NDX5	P16284-2
A6NDX5	P29320-2
A6NDX5	P55196-5
A6NDX5	O94988-5
A6NDX5	Q96PV7-2
A6NDX5	O60716-12
A6NDX5	Q8WWW8-2
A6NDX5	Q9UKV0-3
A6NDX5	Q8TEW0-6
A6NDX5	O43439-3
A6NDX5	Q96NM4-4
A6NDX5	E1BND0
A6NDX5	Q8HYY4
A6NDX5	E1BDB1
A6NDX5	NP_001193641
A6NDX5	Q9Y4J8-15
A6NDX5	Q9H334-4
A6NDX5	Q9C040-2
A6NDX5	Q9NYQ7-2
A6NDX5	P0DPK3
A6NDX5	Q8WXH0-5
A6NDX5	Q9UJ41-3
A6NDX5	Q9HCF6-11
A6NDX5	Q6AXX0
A6NDX5	Q5MYW4
A6NDX5	A0A0A6YYG3
A6NDX5	A0A0A6YYC5
A6NDX5	Q6Y1S1
A6NDX5	Q9R0W1
A6NDX5	Q64520-2
A6NDX5	Q99PP7-2
A6NDX5	Q99MB5
A6NDX5	O88436
A6NDX5	Q9NQ55-3
A6NDX5	O43278-2
A6NDX5	Q9BUV8-5
A6NDX5	Q86XK2-5
A6NDX5	A0A087WSX0
A6NDX5	Q6UXD5-5
A6NDX5	P16070-8
A6NDX5	P35858-2
A6NDX5	D3YUU6
A6NDX5	F1M419
A6NDX5	B5DEX9
A6NDX5	G3V6N2
A6NDX5	Q86UP8-4
A6NDX5	B5DEP2
A6NDX5	Q5K2P9
A6NDX5	NP_001381950
A6NDX5	A4KWA5
A6NDX5	A0A0G2JW15
A6NDX5	S4R325
A6NDX5	E2CWF0
A6NDX5	D4AEC7
A6NDX5	A0A0B4J275
A6NDX5	Q95II0
A6NDX5	P14650
A6NDX5	P10758
A6NDX5	P0DL28
A6NDX5	Q4V8I3
A6NDX5	Q2VWP9
A6NDX5	Q62782
A6NDX5	NP_001258119
A6NDX5	Q32PY5
A6NDX5	NP_001094360
A6NDX5	A0A2Z5DI15
A6NDX5	Q9D9D8
A6NDX5	O75923-13
A6NDX5	A0A0G2JS06
A6NDX5	P16157-3
A6NDX5	Q96SU4-6
A6NDX5	O60902-3
A6NDX5	M0R6D8
A6NDX5	B1WC31
A6NDX5	O00470
A6NDX5	Q60954
A6NDX5	D4A648
A6NDX5	Q8JZU2
A6NDX5	Q0ZUP1
A6NDX5	P19123
A6NDX5	P63316
A6NDX5	Q4PP99
A6NDX5	P29322-2
A6NDX5	Q05816
A6NDX5	Q9QYX7
A6NDX5	Q9WTX2
A6NDX5	XP_038957293
A6NDX5	P42677
A6NDX5	Q6ZWU9
A6NDX5	Q71TY3
A6NDX5	P10284
A6NDX5	F1LXQ7
A6NDX5	Q8BW22
A6NDX5	NP_001100084
A6NDX5	XP_235526
A6NDX5	NP_001100820
A6NDX5	D4ADD1
A6NDX5	B9EJW5
A6NDX5	F1MAD2
A6NDX5	Q6P1D5
A6NDX5	D3ZYP9
A6NDX5	XP_237386
A6NDX5	B1ASB6
A6NDX5	Q9WUA6
A6NDX5	Q9Y243
A6NDX5	P53667
A6NDX5	O55098
A6NDX5	P53351
A6NDX5	A0FK58
A6NDX5	Q04859
A6NDX5	Q96BR1
A6NDX5	O00311
A6NDX5	E9Q0N2
A6NDX5	Q9R011
A6NDX5	Q9WVH3
A6NDX5	O35655
A6NDX5	P53041
A6NDX5	P27870
A6NDX5	Q13094
A6NDX5	P57097
A6NDX5	Q91Z46
A6NDX5	P47941
A6NDX5	Q62270
A6NDX5	P25206
A6NDX5	Q3UGE6
A6NDX5	Q78PY7
A6NDX5	Q13033
A6NDX5	O75165
A6NDX5	Q7TNI8
A6NDX5	P31948
A6NDX5	Q61510
A6NDX5	Q9WTU6
A6NDX5	Q9BZF1
A6NDX5	Q8N2M8
A6NDX5	P84586
A6NDX5	Q9QXD8
A6NDX5	Q8C0F9
A6NDX5	Q9Z0V2
A6NDX5	Q9NZV8
A6NDX5	Q63881
A6NDX5	Q92974
A6NDX5	O97902
A6NDX5	Q2NKX8
A6NDX5	P15307
A6NDX5	Q9UJM3
A6NDX5	Q8K1S2
A6NDX5	Q13563
A6NDX5	Q62511
A6NDX5	Q07113
A6NDX5	Q96JM3
A6NDX5	Q8CH25
A6NDX5	Q6DN90
A6NDX5	P46460
A6NDX5	Q3U1Y4
A6NDX5	P35822
A6NDX5	Q96CC6
A6NDX5	Q8IY17
A6NDX5	P97879
A6NDX5	Q9Y4C4
A6NDX5	Q04573
A6NDX5	Q92688
A6NDX5	D3Z7P3
A6NDX5	P13264
A6NDX5	Q8VCB2
A6NDX5	P21555
A6NDX5	Q8NGK4
A6NDX5	O00254
A6NDX5	Q80YA3
A6NDX5	Q15785
A6NDX5	P02462
A6NDX5	Q99JY1
A6NDX5	Q5ECL0
A6NDX5	Q62417
A6NDX5	A2AG58
A6NDX5	Q9BYN7
A6NDX5	Q8NHU6
A6NDX5	Q8R5C5
A6NDX5	B2RYJ7
A6NDX5	Q91Z69
A6NDX5	P51530
A6NDX5	Q6R653
A6NDX5	Q9UNY4
A6NDX5	O14594
A6NDX5	Q8BMA3
A6NDX5	O43699
A6NDX5	O60942
A6NDX5	P13598
A6NDX5	Q01082-3
A6NDX5	Q14563
A6NDX5	Q9ULT8
A6NDX5	O70433
A6NDX5	O35115
A6NDX5	P16294
A6NDX5	Q6UXM1
A6NDX5	Q5DTT2
A6NDX5	Q5F4S9
A6NDX5	Q61282
A6NDX5	O35902
A6NDX5	Q9BZL4
A6NDX5	Q9Y4D7
A6NDX5	P11276
A6NDX5	Q99N64
A6NDX5	P02751
A6NDX5	Q9BUG6
A6NDX5	Q8BIZ0
A6NDX5	Q0ZGT2
A6NDX5	P55194
A6NDX5	Q920G3
A6NDX5	Q8WYP3
A6NDX5	Q80Y84
A6NDX5	P43322
A6NDX5	Q9Y3E2
A6NDX5	Q0JRZ9
A6NDX5	P10586
A6NDX5	Q61038
A6NDX5	Q8IWZ3-6
A6NDX5	Q9D4J7
A6NDX5	Q8R2S9
A6NDX5	Q6DIC8
A6NDX5	P60669
A6NDX5	Q7Z5R6
A6NDX5	Q8IWS0
A6NDX5	Q91ZU6-5
A6NDX5	Q3USZ2
A6NDX5	A2ABU4
A6NDX5	Q922G0
A6NDX5	Q8BJL0
A6NDX5	Q7Z6G8-7
A6NDX5	O14562
A6NDX5	Q12950
A6NDX5	Q9NR12
A6NDX5	Q9BQS2
A6NDX5	Q9Z268
A6NDX5	Q6Q0C1
A6NDX5	Q9Y5G1
A6NDX5	Q7TSV0
A6NDX5	Q32M78
A6NDX5	Q15973-4
A6NDX5	Q8BXA0
A6NDX5	Q80T03
A6NDX5	Q8N7W2
A6NDX5	Q4VC17
A6NDX5	Q8N3K9
A6NDX5	Q8IWE5
A6NDX5	O60309
A6NDX5	P19474
A6NDX5	Q14004-2
A6NDX5	O89094
A6NDX5	Q3TKY6
A6NDX5	Q9UJQ4
A6NDX5	Q99KR6
A6NDX5	Q8CG73
A6NDX5	Q3UZ01
A6NDX5	Q62233
A6NDX5	Q8BHD0
A6NDX5	Q7TSL3
A6NDX5	P17427
A6NDX5	P18484
A6NDX5	Q15911
A6NDX5	P52736
A6NDX5	P35414
A6NDX5	Q8BKP2
A6NDX5	Q8R5A0
A6NDX5	P28370
A6NDX5	P20489
A6NDX5	Q8CBE3
A6NDX5	P00326
A6NDX5	Q9QWG7
A6NDX5	Q7TNU6
A6NDX5	Q9D1T0
A6NDX5	Q9UNI1
A6NDX5	Q8TF68
A6NDX5	Q32MD9
A6NDX5	Q9NSN8
A6NDX5	Q05860
A6NDX5	Q5FVJ1
A6NDX5	Q6UWL2
A6NDX5	Q92917
A6NDX5	Q5T7N3
A6NDX5	Q562E7
A6NDX5	Q925E1
A6NDX5	P58873
A6NDX5	Q9H0B8
A6NDX5	P35219
A6NDX5	Q810B8
A6NDX5	Q96K58
A6NDX5	O89091
A6NDX5	P23435
A6NDX5	Q810T2
A6NDX5	Q9BXU9
A6NDX5	Q6PJQ5
A6NDX5	O96019
A6NDX5	Q9P0M6
A6NDX5	Q9H5P4
A6NDX5	Q9BQG2
A6NDX5	Q61062
A6NDX5	Q92997
A6NDX5	NP_001100551
A6NDX5	Q9UKU9
A6NDX5	Q3TES0
A6NDX5	O14782
A6NDX5	Q96KC8
A6NDX5	Q96JQ2
A6NDX5	Q96IW2
A6NDX5	Q8BWR8
A6NDX5	O88520
A6NDX5	Q8TER0
A6NDX5	Q9UGM3
A6NDX5	Q8WYK1
A6NDX5	O14682
A6NDX5	Q8TBC3
A6NDX5	O15218
A6NDX5	Q80Z71
A6NDX5	P57105
A6NDX5	Q96P09
A6NDX5	P67999-2
A6NDX5	Q8K4S1
A6NDX5	Q9NRC6
A6NDX5	Q715T0
A6NDX5	Q96NY8
A6NDX5	Q96P50
A6NDX5	Q8BH95
A6NDX5	Q8TE68
A6NDX5	Q96SU4
A6NDX5	Q8N823
A6NDX5	Q3UWJ2
A6NDX5	Q80TF4
A6NDX5	A2A6Q5
A6NDX5	P70227
A6NDX5	Q9ULJ8
A6NDX5	Q14498
A6NDX5	Q8VH51
A6NDX5	Q91VI7
A6NDX5	Q12834
A6NDX5	Q99626
A6NDX5	Q02357
A6NDX5	Q8BIE6
A6NDX5	P51556
A6NDX5	Q99728
A6NDX5	O94880
A6NDX5	O88453
A6NDX5	O70493
A6NDX5	Q6PAR5
A6NDX5	Q9R020
A6NDX5	O35986
A6NDX5	P97797
A6NDX5	Q8BN78
A6NDX5	O43586
A6NDX5	P23685
A6NDX5	Q9R269
A6NDX5	Q63767-2
A6NDX5	P17655
A6NDX5	Q3TKT4
A6NDX5	P27512
A6NDX5	P19426
A6NDX5	Q3U0X6
A6NDX5	P18583
A6NDX5	P53814
A6NDX5	Q9HBL0-1
A6NDX5	Q8BTI9
A6NDX5	P43119
A6NDX5	O60885
A6NDX5	P43694
A6NDX5	Q86UE3
A6NDX5	O94819
A6NDX5	P49792
A6NDX5	P06702
A6NDX5	Q09472
A6NDX5	P47713
A6NDX5	P41499
A6NDX5	O60506
A6NDX5	Q7TMK9
A6NDX5	Q3V129
A6NDX5	P23588
A6NDX5	P15791
A6NDX5	P78347
A6NDX5	P54762
A6NDX5	P63318
A6NDX5	P63319
A6NDX5	P46152
A6NDX5	Q62406
A6NDX5	Q9Z2B5
A6NDX5	P28867
A6NDX5	Q99N57
A6NDX5	Q14289
A6NDX5	P62993
A6NDX5	Q60631
A6NDX5	P62994
A6NDX5	Q8VBY2
A6NDX5	Q91VC7
A6NDX5	O35346
A6NDX5	Q28619
A6NDX5	P50393
A6NDX5	O55043
A6NDX5	Q8BG48
A6NDX5	P24530
A6NDX5	P35243
A6NDX5	P51512
A6NDX5	Q80Z37
A6NDX5	P17980
A6NDX5	O95487
A6NDX5	Q9JJZ4
A6NDX5	P41230
A6NDX5	P98077
A6NDX5	Q641Z4
A6NDX5	Q99J95
A6NDX5	P25119
A6NDX5	Q60997
A6NDX5	NP_001178739
A6NDX5	Q8BJL9
A6NDX5	Q8BPN8
A6NDX5	Q1HKZ5
A6NDX5	Q9NT68
A6NDX5	P28330
A6NDX5	Q9JLS3
A6NDX5	Q96KE9
A6NDX5	Q9QZS0
A6NDX5	P35556
A6NDX5	Q8K3R3
A6NDX5	F1LY78
A6NDX5	Q80V91
A6NDX5	Q99JN2
A6NDX5	Q8NA42
A6NDX5	Q9BXX0
A6NDX5	P59824
A6NDX5	Q8NGG7
A6NDX5	Q5I0D5
A6NDX5	O35181
A6NDX5	XP_001065343
A6NDX5	Q28021
A6NDX5	NP_001388790
A6NDX5	P34969
A6NDX5	Q8C8R3-7
A6NDX5	Q3U214
A6NDX5	Q9NXK8
A6NDX5	Q5PQQ0
A6NDX5	Q99PW7
A6NDX5	Q6ZN96
A6NDX5	P16562
A6NDX5	Q8CEC5
A6NDX5	Q8CF07
A6NDX5	Q9NYS0
A6NDX5	O60938
A6NDX5	Q7TQY4
A6NDX5	Q9R0K4
A6NDX5	Q6GMX3
A6NDX5	D4A2V7
A6NDX5	D3ZKK5
A6NDX5	Q3SXY8
A6NDX5	Q9UI32
A6NDX5	O43186
A6NDX5	XP_038956455
A6NDX5	Q96BF6
A6NDX5	Q9ERQ8
A6NDX5	Q9UBB5-3
A6NDX5	Q8NFW5
A6NDX5	Q9UII6
A6NDX5	Q5DWV0
A6NDX5	Q5XIN2
A6NDX5	O75607
A6NDX5	Q9Y5H1
A6NDX5	O43278
A6NDX5	Q969S8
A6NDX5	B2DD29
A6NDX5	Q62210
A6NDX5	O88676
A6NDX5	Q9Z1P4
A6NDX5	Q9Z1Z1
A6NDX5	Q6PFC5
A6NDX5	Q5XI95
A6NDX5	Q96E39
A6NDX5	P10070
A6NDX5	Q3SY17
A6NDX5	D4A2C4
A6NDX5	Q9UN81
A6NDX5	E9Q5K9
A6NDX5	Q61060
A6NDX5	Q96LA8
A6NDX5	Q01337
A6NDX5	Q7RTR0
A6NDX5	Q1WIM1
A6NDX5	Q8R464
A6NDX5	Q62838
A6NDX5	E9Q4N7
A6NDX5	Q9HBY0
A6NDX5	Q8K3Z0
A6NDX5	Q60886
A6NDX5	Q91W90
A6NDX5	Q9UGF6
A6NDX5	Q96BV0
A6NDX5	Q91VA6
A6NDX5	Q8VGJ8
A6NDX5	Q9D1M7
A6NDX5	Q8N336
A6NDX5	Q8VCP9
A6NDX5	Q6ZN28
A6NDX5	Q569E7
A6NDX5	Q9Y239
A6NDX5	C9JN71
A6NDX5	Q8TDD2
A6NDX5	Q5NCD7
A6NDX5	Q5U405
A6NDX5	Q7Z7K2
A6NDX5	A2A6A1
A6NDX5	P50481-2
A6NDX5	Q9D300
A6NDX5	Q8CJB9
A6NDX5	Q86VQ3
A6NDX5	Q8K0L0
A6NDX5	O08686
A6NDX5	Q8VFZ3
A6NDX5	Q04743
A6NDX5	Q8N594
A6NDX5	NP_001239271
A6NDX5	Q8C0X8
A6NDX5	O00590
A6NDX5	Q5SZQ8
A6NDX5	P14543
A6NDX5	Q3UGM2
A6NDX5	Q4QR81
A6NDX5	Q5SXC4
A6NDX5	G3UW50
A6NDX5	Q684R7
A6NDX5	Q7TRZ9
A6NDX5	Q68D06
A6NDX5	Q80XR7
A6NDX5	Q8CJ78
A6NDX5	Q9C009
A6NDX5	Q9NR12-6
A6NDX5	Q00325-2
A6NDX5	Q6NZJ3
A6NDX5	G5E869
A6NDX5	Q9ER58
A6NDX5	O88632
A6NDX5	Q80VQ1
A6NDX5	O14610
A6NDX5	Q7Z572
A6NDX5	Q8NGV6
A6NDX5	P02741
A6NDX5	Q3V0C5
A6NDX5	Q9DAC7
A6NDX5	P06681
A6NDX5	Q9NR64
A6NDX5	Q8VFX8
A6NDX5	P62149
A6NDX5	Q6YNX6
A6NDX5	P0DP29
A6NDX5	P0DP26
A6NDX5	P0DP23
A6NDX5	P62157
A6NDX5	Q5XI02
A6NDX5	Q91XZ5
A6NDX5	Q9UK11
A6NDX5	Q7TRX4
A6NDX5	P57729
A6NDX5	P20151-2
A6NDX5	Q8TF66
A6NDX5	A3FIN4
A6NDX5	NP_828868
A6NDX5	Q9JIA1
A6NDX5	Q6P089
A6NDX5	Q1W5W7
A6NDX5	Q12918
A6NDX5	D4A8J3
A6NDX5	Q9Z1R9
A6NDX5	Q5MPW7
A6NDX5	Q9BVJ7
A6NDX5	XP_001079282
A6NDX5	P42684-4
A6NDX5	Q3TYH2
A6NDX5	P35289
A6NDX5	G3V893
A6NDX5	D3ZVG6
A6NDX5	Q9Z311
A6NDX5	P0C7U3
A6NDX5	P35504
A6NDX5	Q92974-2
A6NDX5	P63125
A6NDX5	P70403
A6NDX5	D3ZQZ1
A6NDX5	Q3UGX3
A6NDX5	Q13087
A6NDX5	Q7RTY5
A6NDX5	Q9D6D8
A6NDX5	Q15418-2
A6NDX5	Q9NNZ3
A6NDX5	Q80V42
A6NDX5	Q5RKH0
A6NDX5	D3YYT1
A6NDX5	Q91WL6
A6NDX5	Q96JM2-2
A6NDX5	Q62919
A6NDX5	F1MA87
A6NDX5	Q810N6
A6NDX5	Q9WUW3
A6NDX5	Q7TP99
A6NDX5	Q9D3J5
A6NDX5	P04003
A6NDX5	Q14549
A6NDX5	Q8VFK7
A6NDX5	P42586
A6NDX5	Q8VFK2
A6NDX5	O95389
A6NDX5	D3ZMH5
A6NDX5	D3ZGA4
A6NDX5	Q9BY76
A6NDX5	Q08AF3
A6NDX5	Q96NU0
A6NDX5	Q925G0
A6NDX5	Q9BZE3
A6NDX5	Q9ES28-2
A6NDX5	A5PLL7
A6NDX5	Q6B345
A6NDX5	Q8WVZ7
A6NDX5	P40197
A6NDX5	Q8K5E0
A6NDX5	P70596
A6NDX5	Q3T1K7
A6NDX5	Q9Z1I6
A6NDX5	Q66JY6
A6NDX5	Q3UST5
A6NDX5	Q924U0
A6NDX5	Q8BG51-2
A6NDX5	Q8VGC8
A6NDX5	Q6IMA7
A6NDX5	Q8NGS0
A6NDX5	Q96R48
A6NDX5	NP_001101850
A6NDX5	Q8NHC7
A6NDX5	A6NKK0
A6NDX5	P53671-2
A6NDX5	P47890
A6NDX5	Q05474
A6NDX5	Q8NGR6
A6NDX5	Q8VEW2
A6NDX5	Q8NGU4
A6NDX5	B2RN74
A6NDX5	Q969F8
A6NDX5	NP_001102304
A6NDX5	Q6UW88
A6NDX5	Q9R225
A6NDX5	Q811D0-2
A6NDX5	Q9H963
A6NDX5	Q30201
A6NDX5	B4DX44
A6NDX5	O35392
A6NDX5	Q7TQY7
A6NDX5	Q3KRC6
A6NDX5	Q05BH3
A6NDX5	P33436
A6NDX5	D3ZUU5
A6NDX5	Q6ZS27
A6NDX5	Q3USJ8-2
A6NDX5	XP_003131953
A6NDX5	Q8BH16
A6NDX5	P19021-5
A6NDX5	Q4G1C9-2
A6NDX5	Q9Z1P5
A6NDX5	Q3KR55
A6NDX5	Q9D883
A6NDX5	ENSMUSP00000069854
A6NDX5	Q4KM97
A6NDX5	Q9H069
A6NDX5	O88569-3
A6NDX5	Q5T2N8
A6NDX5	E9Q9B4
A6NDX5	Q8VHS5
A6NDX5	E5RIL1
A6NDX5	B0FP48
A6NDX5	Q86SG5
A6NDX5	O75923-10
A6NDX5	Q8BHA1
A6NDX5	A9UF02
A6NDX5	Q6UWL6-2
A6NDX5	Q86SG3
A6NDX5	Q6B8I1
A6NDX5	P52272-2
A6NDX5	P27814
A6NDX5	B9EJL3
A6NDX5	Q9UKI3
A6NDX5	A2ADF7
A6NDX5	Q8CBR6
A6NDX5	P61568
A6NDX5	Q5SY68
A6NDX5	Q8HWB0
A6NDX5	B2RYT7
A6NDX5	Q4KLI1
A6NDX5	Q810T5
A6NDX5	G3X992
A6NDX5	Q9HB31
A6NDX5	Q99MW6
A6NDX5	F1PEE8
A6NDX5	NP_001229556
A6NDX5	Q4KM52
A6NDX5	Q3KRB8
A6NDX5	A2ATJ7
A6NDX5	XP_003084948
A6NDX5	D4A3W6
A6NDX5	Q3UIW8
A6NDX5	Q3MI64
A6NDX5	Q8BZS9-2
A6NDX5	Q7TRY0
A6NDX5	Q5FVG2-2
A6NDX5	Q9QXT3
A6NDX5	P46934-2
A6NDX5	Q9P2K5-2
A6NDX5	B0BN52
A6NDX5	Q86UP3-2
A6NDX5	Q8K4T4
A6NDX5	P0CG21
A6NDX5	Q5U308
A6NDX5	Q68EM7-2
A6NDX5	A7XUY5
A6NDX5	Q8TCY9-2
A6NDX5	O08770
A6NDX5	M0R9X3
A6NDX5	Q8IZF5-2
A6NDX5	A2CG22
A6NDX5	D3ZSN0
A6NDX5	Q5RKK8
A6NDX5	Q5PPG4
A6NDX5	D3ZEA8
A6NDX5	G3V9W0
A6NDX5	A0A0B4J1L0
A6NDX5	XP_002726574
A6NDX5	Q86TI0-2
A6NDX5	Q96A57-2
A6NDX5	O75815-2
A6NDX5	P08430
A6NDX5	Q07440
A6NDX5	Q5BK61
A6NDX5	NP_001100331
A6NDX5	Q5PQS0
A6NDX5	P10586-2
A6NDX5	P27115
A6NDX5	B4F7A5
A6NDX5	Q9P1Y6-2
A6NDX5	Q9UIB8-5
A6NDX5	Q8NF91-4
A6NDX5	P05964
A6NDX5	B5DEY0
A6NDX5	Q99NA7
A6NDX5	Q14203-3
A6NDX5	Q14C86-3
A6NDX5	Q06187-2
A6NDX5	Q5FVI3
A6NDX5	P18754-2
A6NDX5	D4A8H1
A6NDX5	Q499S0
A6NDX5	Q8VF41
A6NDX5	Q8VG65
A6NDX5	D3ZG09
A6NDX5	D4A9E8
A6NDX5	O15084-1
A6NDX5	Q8BUQ3
A6NDX5	P33981-2
A6NDX5	B0BNK4
A6NDX5	B2RUS0
A6NDX5	B2RYN8
A6NDX5	Q14669-2
A6NDX5	F1M332
A6NDX5	Q91W19
A6NDX5	Q9NXN4-2
A6NDX5	Q8WYB5-2
A6NDX5	O00562-2
A6NDX5	P47931
A6NDX5	G3XA59
A6NDX5	Q96N22_VAR_L295S
A6NDX5	Q96N22
A6NDX5	D4A2J9
A6NDX5	O95466-2
A6NDX5	Q96H55-4
A6NDX5	O75976-2
A6NDX5	Q9UKF7-2
A6NDX5	Q96GP6-2
A6NDX5	O60506-2
A6NDX5	Q28735
A6NDX5	Q93038-11
A6NDX5	P0DJD3-2
A6NDX5	Q96NY8-2
A6NDX5	Q64329
A6NDX5	Q9QZN0
A6NDX5	Q9H7P9-3
A6NDX5	P04626-5
A6NDX5	P01909
A6NDX5	Q9CQ76
A6NDX5	Q96PV7-3
A6NDX5	Q9UQB3-2
A6NDX5	Q8WWW8-3
A6NDX5	O43439-4
A6NDX5	A0JNI5
A6NDX5	NP_001193239
A6NDX5	A4IFA0
A6NDX5	A8E658
A6NDX5	Q9Y575-3
A6NDX5	O94856-8
A6NDX5	P29323-3
A6NDX5	O15393-2
A6NDX5	Q13188-2
A6NDX5	Q7RTR2-2
A6NDX5	Q9UDY2-7
A6NDX5	P29400-2
A6NDX5	Q499U1
A6NDX5	Q4V8I1
A6NDX5	P19024
A6NDX5	B7SBD2
A6NDX5	A0A0K0K1A5
A6NDX5	Q5I0E7
A6NDX5	Q6AYF4
A6NDX5	Q501W4
A6NDX5	Q812D3
A6NDX5	Q9D6L8
A6NDX5	Q9EQX6
A6NDX5	P97525
A6NDX5	B0V2N1-3
A6NDX5	Q3UJD6-2
A6NDX5	Q9BQT9-2
A6NDX5	Q7TSX5
A6NDX5	Q9QYV1
A6NDX5	P13224-2
A6NDX5	Q9H2E6-2
A6NDX5	Q96GR4-3
A6NDX5	A0A0C4DH69
A6NDX5	P01764
A6NDX5	A0A0G2K5L2
A6NDX5	D3ZSW4
A6NDX5	G3V6X2
A6NDX5	P78380-3
A6NDX5	G3V6Z2
A6NDX5	A0FGR8-6
A6NDX5	Q9BY41-5
A6NDX5	Q96AX9-4
A6NDX5	Q96H55-2
A6NDX5	F1LUQ0
A6NDX5	B5DFB7
A6NDX5	Q6AYL0
A6NDX5	Q925N7
A6NDX5	F1LN08
A6NDX5	D3Z7P3-2
A6NDX5	A0A0G2JX16
A6NDX5	Q3UA37
A6NDX5	A0A539
A6NDX5	D3ZQF4
A6NDX5	O35750
A6NDX5	D3ZBM7
A6NDX5	Q5PPL1
A6NDX5	B5DF94
A6NDX5	Q6MG64
A6NDX5	P49806
A6NDX5	A6NJW9
A6NDX5	P35446
A6NDX5	Q6L711
A6NDX5	Q9QZE3
A6NDX5	Q80ZD5
A6NDX5	O54947
A6NDX5	NP_001101735
A6NDX5	XP_038947257
A6NDX5	A0A075B6N4
A6NDX5	F1M7B8
A6NDX5	G3V9Q4
A6NDX5	M0R9B5
A6NDX5	Q2TGI6
A6NDX5	XP_017449287
A6NDX5	XP_008762033
A6NDX5	D3ZAQ8
A6NDX5	Q86VB7-2
A6NDX5	O08623-2
A6NDX5	NP_001388157
A6NDX5	Q13555-4
A6NDX5	Q923T9
A6NDX5	Q3T1J4
A6NDX5	D4AEK4
A6NDX5	A0A0G2JTM9
A6NDX5	B2RZ98
A6NDX5	D4ADD7
